_H:	|batch	|epoch	|trial	$group_name	|phase_no	%minus_cycles	$trial_name	%sse	%ext_rew	%Input_act_m[2:0,0]<2:3,11>	%Input_act_m[2:1,0]	%Input_act_m[2:2,0]	%Input_act_m[2:0,1]	%Input_act_m[2:1,1]	%Input_act_m[2:2,1]	%Input_act_m[2:0,2]	%Input_act_m[2:1,2]	%Input_act_m[2:2,2]	%Input_act_m[2:0,3]	%Input_act_m[2:1,3]	%Input_act_m[2:2,3]	%Input_act_m[2:0,4]	%Input_act_m[2:1,4]	%Input_act_m[2:2,4]	%Input_act_m[2:0,5]	%Input_act_m[2:1,5]	%Input_act_m[2:2,5]	%Input_act_m[2:0,6]	%Input_act_m[2:1,6]	%Input_act_m[2:2,6]	%Input_act_m[2:0,7]	%Input_act_m[2:1,7]	%Input_act_m[2:2,7]	%Input_act_m[2:0,8]	%Input_act_m[2:1,8]	%Input_act_m[2:2,8]	%Input_act_m[2:0,9]	%Input_act_m[2:1,9]	%Input_act_m[2:2,9]	%Input_act_m[2:0,10]	%Input_act_m[2:1,10]	%Input_act_m[2:2,10]	%Hidden_act_m[2:0,0]<2:10,10>	%Hidden_act_m[2:1,0]	%Hidden_act_m[2:2,0]	%Hidden_act_m[2:3,0]	%Hidden_act_m[2:4,0]	%Hidden_act_m[2:5,0]	%Hidden_act_m[2:6,0]	%Hidden_act_m[2:7,0]	%Hidden_act_m[2:8,0]	%Hidden_act_m[2:9,0]	%Hidden_act_m[2:0,1]	%Hidden_act_m[2:1,1]	%Hidden_act_m[2:2,1]	%Hidden_act_m[2:3,1]	%Hidden_act_m[2:4,1]	%Hidden_act_m[2:5,1]	%Hidden_act_m[2:6,1]	%Hidden_act_m[2:7,1]	%Hidden_act_m[2:8,1]	%Hidden_act_m[2:9,1]	%Hidden_act_m[2:0,2]	%Hidden_act_m[2:1,2]	%Hidden_act_m[2:2,2]	%Hidden_act_m[2:3,2]	%Hidden_act_m[2:4,2]	%Hidden_act_m[2:5,2]	%Hidden_act_m[2:6,2]	%Hidden_act_m[2:7,2]	%Hidden_act_m[2:8,2]	%Hidden_act_m[2:9,2]	%Hidden_act_m[2:0,3]	%Hidden_act_m[2:1,3]	%Hidden_act_m[2:2,3]	%Hidden_act_m[2:3,3]	%Hidden_act_m[2:4,3]	%Hidden_act_m[2:5,3]	%Hidden_act_m[2:6,3]	%Hidden_act_m[2:7,3]	%Hidden_act_m[2:8,3]	%Hidden_act_m[2:9,3]	%Hidden_act_m[2:0,4]	%Hidden_act_m[2:1,4]	%Hidden_act_m[2:2,4]	%Hidden_act_m[2:3,4]	%Hidden_act_m[2:4,4]	%Hidden_act_m[2:5,4]	%Hidden_act_m[2:6,4]	%Hidden_act_m[2:7,4]	%Hidden_act_m[2:8,4]	%Hidden_act_m[2:9,4]	%Hidden_act_m[2:0,5]	%Hidden_act_m[2:1,5]	%Hidden_act_m[2:2,5]	%Hidden_act_m[2:3,5]	%Hidden_act_m[2:4,5]	%Hidden_act_m[2:5,5]	%Hidden_act_m[2:6,5]	%Hidden_act_m[2:7,5]	%Hidden_act_m[2:8,5]	%Hidden_act_m[2:9,5]	%Hidden_act_m[2:0,6]	%Hidden_act_m[2:1,6]	%Hidden_act_m[2:2,6]	%Hidden_act_m[2:3,6]	%Hidden_act_m[2:4,6]	%Hidden_act_m[2:5,6]	%Hidden_act_m[2:6,6]	%Hidden_act_m[2:7,6]	%Hidden_act_m[2:8,6]	%Hidden_act_m[2:9,6]	%Hidden_act_m[2:0,7]	%Hidden_act_m[2:1,7]	%Hidden_act_m[2:2,7]	%Hidden_act_m[2:3,7]	%Hidden_act_m[2:4,7]	%Hidden_act_m[2:5,7]	%Hidden_act_m[2:6,7]	%Hidden_act_m[2:7,7]	%Hidden_act_m[2:8,7]	%Hidden_act_m[2:9,7]	%Hidden_act_m[2:0,8]	%Hidden_act_m[2:1,8]	%Hidden_act_m[2:2,8]	%Hidden_act_m[2:3,8]	%Hidden_act_m[2:4,8]	%Hidden_act_m[2:5,8]	%Hidden_act_m[2:6,8]	%Hidden_act_m[2:7,8]	%Hidden_act_m[2:8,8]	%Hidden_act_m[2:9,8]	%Hidden_act_m[2:0,9]	%Hidden_act_m[2:1,9]	%Hidden_act_m[2:2,9]	%Hidden_act_m[2:3,9]	%Hidden_act_m[2:4,9]	%Hidden_act_m[2:5,9]	%Hidden_act_m[2:6,9]	%Hidden_act_m[2:7,9]	%Hidden_act_m[2:8,9]	%Hidden_act_m[2:9,9]	%Output_act_m[2:0,0]<2:3,11>	%Output_act_m[2:1,0]	%Output_act_m[2:2,0]	%Output_act_m[2:0,1]	%Output_act_m[2:1,1]	%Output_act_m[2:2,1]	%Output_act_m[2:0,2]	%Output_act_m[2:1,2]	%Output_act_m[2:2,2]	%Output_act_m[2:0,3]	%Output_act_m[2:1,3]	%Output_act_m[2:2,3]	%Output_act_m[2:0,4]	%Output_act_m[2:1,4]	%Output_act_m[2:2,4]	%Output_act_m[2:0,5]	%Output_act_m[2:1,5]	%Output_act_m[2:2,5]	%Output_act_m[2:0,6]	%Output_act_m[2:1,6]	%Output_act_m[2:2,6]	%Output_act_m[2:0,7]	%Output_act_m[2:1,7]	%Output_act_m[2:2,7]	%Output_act_m[2:0,8]	%Output_act_m[2:1,8]	%Output_act_m[2:2,8]	%Output_act_m[2:0,9]	%Output_act_m[2:1,9]	%Output_act_m[2:2,9]	%Output_act_m[2:0,10]	%Output_act_m[2:1,10]	%Output_act_m[2:2,10]	%Last_I_act_m[2:0,0]<2:3,11>	%Last_I_act_m[2:1,0]	%Last_I_act_m[2:2,0]	%Last_I_act_m[2:0,1]	%Last_I_act_m[2:1,1]	%Last_I_act_m[2:2,1]	%Last_I_act_m[2:0,2]	%Last_I_act_m[2:1,2]	%Last_I_act_m[2:2,2]	%Last_I_act_m[2:0,3]	%Last_I_act_m[2:1,3]	%Last_I_act_m[2:2,3]	%Last_I_act_m[2:0,4]	%Last_I_act_m[2:1,4]	%Last_I_act_m[2:2,4]	%Last_I_act_m[2:0,5]	%Last_I_act_m[2:1,5]	%Last_I_act_m[2:2,5]	%Last_I_act_m[2:0,6]	%Last_I_act_m[2:1,6]	%Last_I_act_m[2:2,6]	%Last_I_act_m[2:0,7]	%Last_I_act_m[2:1,7]	%Last_I_act_m[2:2,7]	%Last_I_act_m[2:0,8]	%Last_I_act_m[2:1,8]	%Last_I_act_m[2:2,8]	%Last_I_act_m[2:0,9]	%Last_I_act_m[2:1,9]	%Last_I_act_m[2:2,9]	%Last_I_act_m[2:0,10]	%Last_I_act_m[2:1,10]	%Last_I_act_m[2:2,10]	%Voice_act_m[2:0,0]<2:2,1>	%Voice_act_m[2:1,0]
_D:	0	0	64	""	2	50	"FF_D_B"	16.9659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.00438688	0.888614	0.915538	0.735524	0.676919	0.839962	0	0.73571	0.90269	0.787619	0.348484	0.826541	0.0413782	0.509068	0.825849	0	0.925275	0.738319	0.801723	0	0	0.708727	0.931888	0.877447	0.192484	0.904283	0	0.0032673	0.613954	8.70216e-10	0.69539	1.41982e-06	0.00614832	0.00736286	0.883398	0.834561	0.898092	0.890099	0.784671	0.832295	2.10398e-07	3.03134e-09	0.925416	0.831251	0	0	0.297573	0.00642863	4.42457e-08	3.39495e-10	0.708856	0	0.00322372	0.902449	0.911664	0.00203697	0.00309675	0.89099	0.000508906	1.84732e-06	0	0.872535	0.00017393	0	0.801528	0	3.73852e-10	0.895922	0.914777	0	0.564061	0.780734	0.00084645	0.78459	0.305229	0.0251245	0.777766	0.714736	0	0.894167	0.543164	0	0.822289	0.24759	3.86088e-08	1.67906e-11	0.893267	0.440651	2.71396e-07	0.58812	0.27285	0.85607	0.0733297	0	0.0558067	0	0.552658	0.793703	0.703952	0	0.903204	0.4039	0.931252	0.879659	0.808645	0.902061	0.0185072	0.607071	0.825453	0.0279739	0.719415	0.835012	0.936302	0.690548	0.880296	0.91402	0.452338	0.463068	0.897154	0.0144651	0.882467	0.86821	0.729153	0.00699197	0.928083	0.947897	0.843111	0.574348	0.786501	0.605695	0.830458	0.927161	0.618328	1.04558e-12	3.80286e-13	0	0.40154	0	0.0354913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47418e-10	0	0	0	0	0	0	8.45285e-05	0.401466	2.68084e-05	0	0.00374183	0	0	0.95
_D:	0	0	65	""	2	50	"D_D_B"	14.3665	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00217629	0.849485	0.905644	0.665901	1.04516e-09	0.00176976	0.842574	0.919141	0.574941	0.784243	0.00138093	0.762249	0	0.000393338	0.865992	0.0875786	0.925985	0.939854	0.0718401	3.9331e-07	0	0.806267	0.914035	0.00258914	0.850303	0.670151	0.810347	0.937741	7.16655e-09	0.893121	0.640939	0.00455724	0.80707	0	0.899507	8.34083e-09	0.6959	0	0.0355916	0.000550527	6.3909e-11	0.449776	0.865197	0.863255	0	0	0.00411186	0.782663	0	0.609495	0.0116644	0.637768	1.33653e-07	0.735241	0.928066	0.861686	2.94592e-05	0.276502	0.887443	0.688021	2.14236e-07	0.000116349	9.81259e-10	0.0196942	0.911788	4.19554e-10	4.68797e-07	4.09154e-08	0.0041946	0.827746	0.836711	0.440777	0.0403838	0.816938	2.86692e-07	0.84648	0.0406406	0.868539	0	8.23297e-11	0	0	0.810265	0.924581	0.000481837	0	0.921315	0.9456	0.798094	0.00313371	0	0.354143	0.0812433	0.367662	0.923509	3.31029e-13	0.898607	0.0355427	0	1.04789e-11	0.739807	0.734019	0.899179	0.884326	0.902785	0.00288858	0.871585	0.894768	0.0138651	0.887584	0.793977	0.00917824	0.843061	0.0888261	0.751896	0.297111	0.756886	0.700566	0.853816	0.688925	0.184605	0.0217837	0.740675	0.448072	0.561735	0.845359	0.641945	0.253086	0.900521	0.877951	0.912932	0.853799	0.00708501	0	0	8.59099e-09	0	0	0	0	0	0	0	0	0	2.84449e-09	0	0	0	0	0	0	0.000459468	0	0.36503	1.22179e-13	0	0	0.00372227	1.95972e-05	0.3746	0.00290263	1.49918e-10	7.28974e-09	0	0	0	0.95
_D:	0	0	66	""	2	50	"D_E_A"	15.4797	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.79592e-06	0.000600321	0.8701	0	2.67887e-09	0	0.8666	0.00222253	0.00797857	0.778229	0.00110134	0.848718	4.26812e-07	0.00612379	0.765428	0.814579	0.0225973	0.903767	0.864596	0.710084	0	0.00526592	0.906414	0	0.834584	0.146557	0.910507	0.920688	3.40531e-05	0.85972	0.0516168	0.890408	0.850405	0	0.872714	0	0.795513	0	9.03309e-11	0.0134011	8.2759e-11	0.838117	0.923116	0.143424	0	6.5507e-06	0.0377094	0.0242364	8.98982e-12	0.533526	0.000963377	1.13053e-06	0.0140056	0.772913	0.738751	0.93159	0.00479016	1.79774e-11	0.929209	0.823511	0	1.46474e-05	0	0.899405	0.894802	0.893096	0	0	0	0.906284	0.506382	0.727603	0.521572	0.830946	0	0.679189	0.850792	0.778467	0.65336	2.13343e-12	0.000243535	0.0213872	0.813099	0.76858	0	0	0.824959	0.867818	1.41512e-07	0	1.30881e-05	0.843023	0.792799	0.789775	0.940027	0.000734456	0.878976	0.847174	0	0.63499	0.885259	0.870286	0.887484	0.881818	0.871626	0.88351	0.222499	0.878955	0.00296458	0.739532	0.756089	0.886315	0.00322865	0.00440237	0.762743	0.00316084	0.00121509	0.789509	0.659607	0.882639	0.843089	0.000952988	0.866187	0.640712	0.909565	0.871123	0.807946	6.64984e-05	0.0033756	0.901037	0.932208	0.839912	0.390981	0	0	8.81157e-09	0	0	0	0	0	0	0	0	0	2.85795e-09	0	0	0	0	0	0	0.000423003	0	0.37879	1.23733e-13	0	0	0.00364712	1.64042e-05	0.383797	0.00279221	1.51046e-10	7.54154e-09	0	0	0.95	0
_D:	0	0	67	""	2	50	"E_F_A"	17.5082	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114777	0.897539	0.943317	0	0.0133411	0.000152463	0	0.87411	0.943703	0.917335	0.357428	0.819334	0.907738	0.508601	1.06878e-05	1.68161e-09	0	0.85061	0.93521	0.76255	0.783632	0.166002	0.940702	0	0.913466	0.31194	0.0301531	0.813925	0.931122	0.898929	0.881251	0.076106	0.751484	0.932759	0.000999827	0.0136291	0.944795	0	1.36899e-12	0.886718	0	0.922877	0.943086	0	0.0550756	2.24505e-05	7.89153e-11	0.000262044	0.877775	0	0.00219431	3.86745e-11	0.904107	0.860519	0.934337	0.928382	8.40389e-05	0.000168888	0.00268285	0.957041	0	0.353286	0	0.805061	0.559065	0.651194	0.000887771	7.81804e-08	0.407362	2.97041e-05	1.30921e-06	0.933355	0.947937	0.947157	0.0267288	0.92393	0.227166	0	0	0.628568	0.867128	0.801735	0.80091	0.030864	0	0.637784	0.871491	0.673176	0	0.00140039	0.935214	0.00177279	0.883009	0.950052	0.925352	0.386889	6.83172e-11	0.939888	0	0.828308	0.0334884	0.885761	0.946556	0.946607	0.835442	0.930553	0.0245399	0.913947	0.880302	0.899403	0.933216	0.787076	0.00918361	0.576167	0.918813	0.819933	1.93291e-06	0.00152195	0.740117	0.830993	0.0115341	0.888358	0.570758	0.0918436	0.94082	0.931646	0.805773	0.883712	0.0620527	0.899403	0.846335	0.91638	0.757686	0	0.969268	6.13632e-15	0	0	4.12974e-12	4.70942e-10	3.51441e-11	1.23723e-06	0	0	0	0	0	0	0.00274879	0	8.15311e-10	0	8.865e-13	0.00522112	0	0	8.20504e-11	2.88741e-10	0	0	0	0	1.61659e-05	0.959795	0	0	0.95	0
_D:	0	0	68	""	2	50	"F_D_A"	24.1423	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.937732	0.692872	0.780823	0.805977	0	0.000476125	0.938496	0.90059	0.453827	0.941474	4.47272e-06	0.672155	0.959999	0.929015	0.921803	0	0.795041	0.923619	0.24941	0.858505	0	0.0241065	0.883579	0.0135064	0.923061	2.28295e-11	0.944058	1.11587e-05	0.592454	0.926389	0.656377	0.953173	0.920245	0.0740692	0.915302	0.942323	0.932325	0.847087	0.738308	0.920673	0.873	0.867596	0.944612	0.0111688	0.845564	0.0700641	0.0894257	1.2893e-09	0.908284	0.761093	0	0.00459502	6.54536e-11	0.226923	0.931871	0.0733521	0	0.807317	0.967154	0.856352	0.750506	2.53873e-11	1.37365e-07	0.0209978	0.925214	0.949659	0.867648	6.82582e-12	0.0161115	0.935111	0.869166	0.968764	0.942679	0.950452	0.953588	0.813425	0.944648	0.889385	6.78025e-08	0.00845669	0.906219	0.861852	0.933729	0.91485	0.0512006	0.884745	2.8384e-06	3.38694e-08	0.000162884	0.867732	0.97142	0.889896	0.737536	0.0655447	0.926209	0.79185	0.955638	0.938657	0.790687	0.871397	0.0234257	0.823783	0.9709	0.938754	0.787007	0.958527	0.945146	0.410807	0.886263	0.681477	0.928017	0.957683	0.937788	0.936736	0.870514	0.917732	0.895517	0.797287	0.907823	0.888762	0.867164	0.815333	0.749163	0.933998	0.961863	0.947696	0.947204	0.905393	0.93848	0.865184	0.94172	0.938638	0.930025	0	6.16716e-11	0	0	0	0	0	0	0.969321	0	0	0	0.000165593	0	0	0	0	0	0.943892	0.932883	0.961417	0	1.08542e-12	0	1.07597e-09	0	0	0	1.34643e-13	3.8625e-10	0	0	0.000171316	0.95	0
_D:	0	0	69	""	2	50	"D_E_A"	12.0799	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9218e-06	0.000988432	0.869463	0	3.19456e-09	0	0.867435	0.00219093	0.00990632	0.77492	0.00150197	0.847714	6.34297e-07	0.00642246	0.761555	0.813359	0.0238973	0.903459	0.864383	0.722458	0	0.0068686	0.906211	0	0.8335	0.143464	0.910994	0.920523	3.28821e-05	0.859314	0.0613099	0.888784	0.849599	0	0.871607	0	0.797305	0	1.1133e-10	0.0121752	1.12536e-10	0.835561	0.922671	0.155735	0	9.99377e-06	0.0427924	0.0267827	1.23372e-11	0.541115	0.00131569	2.95761e-06	0.013438	0.770693	0.739626	0.9318	0.00633603	2.70625e-11	0.929111	0.823796	0	1.61514e-05	0	0.898194	0.893835	0.892364	0	0	0	0.906627	0.535178	0.727952	0.552151	0.82744	0	0.669624	0.850668	0.783515	0.678632	3.37072e-12	0.000324352	0.0211399	0.810117	0.770422	0	0	0.823612	0.868551	5.04722e-07	0	1.34499e-05	0.84303	0.790269	0.78939	0.939987	0.00113934	0.878226	0.843297	0	0.621062	0.916249	0.765592	0.769327	0.882447	0.903	0.871311	0.74122	0.846193	0.0288921	0.329328	0.185219	0.804279	0.431339	0.0645696	0.432109	0.0183325	0.189974	0.819042	0.219137	0.824166	0.830285	0.0118934	0.83558	0.692763	0.848541	0.732442	0.512665	0.000509155	0.226567	0.848087	0.903145	0.583454	0.395906	0	4.05837e-10	3.80861e-09	0	0	0	0	0	0	0	3.47585e-10	0	5.49287e-10	0	0	0	0	0	0	0.000294898	0	0.386389	5.00307e-15	0	0	0.00368694	1.45853e-05	0.389365	0.00279509	4.25661e-11	7.04465e-09	0	0	0.95	0
_D:	0	0	70	""	2	50	"E_F_A"	14.432	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010977	0.898061	0.943371	0	0.0145564	0.000158437	0	0.874954	0.944026	0.917949	0.412453	0.820902	0.90879	0.493842	1.10632e-05	1.79957e-09	0	0.849285	0.935111	0.769466	0.78651	0.197402	0.940803	0	0.913233	0.292926	0.0293915	0.817721	0.93143	0.899775	0.881711	0.0814781	0.748711	0.933377	0.000996195	0.0156096	0.944888	0	1.47353e-12	0.887001	0	0.923282	0.943339	0	0.0546623	3.67724e-05	8.37e-11	0.000249008	0.878691	0	0.00245564	4.12016e-11	0.904593	0.861268	0.934751	0.928758	7.58924e-05	0.000182004	0.00239833	0.957321	0	0.394392	0	0.80482	0.548129	0.654673	0.00100309	7.83085e-08	0.402587	3.44498e-05	3.18023e-06	0.933781	0.948224	0.947596	0.0292726	0.924746	0.189052	0	0	0.632887	0.869027	0.800181	0.803323	0.0348773	1.03066e-07	0.635712	0.871138	0.670451	0	0.00139881	0.935104	0.00160736	0.883635	0.950345	0.925254	0.416734	7.0053e-11	0.940057	0	0.830463	0.772077	0.796721	0.92148	0.943484	0.822648	0.932844	0.0728488	0.885234	0.863946	0.866573	0.910605	0.416315	0.0602865	0.554348	0.891791	0.770125	0.000958607	0.0200312	0.540828	0.494097	0.0559007	0.865669	0.240381	0.398527	0.908747	0.893471	0.61486	0.850076	0.654927	0.821491	0.470707	0.870396	0.592616	0	0.975564	4.42147e-15	0	0	2.91175e-12	3.70499e-10	3.16645e-11	8.44253e-10	0	0	0	0	0	0	0.00175782	0	7.2399e-10	0	3.19502e-13	0.00260966	0	0	1.5531e-09	2.65463e-10	0	0	0	0	6.06985e-06	0.970824	0	0	0.95	0
_D:	0	0	71	""	2	50	"F_G_A"	22.463	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938734	0.703757	0.78029	0.814343	0	0.000555419	0.939951	0.903573	0.446126	0.942541	5.33285e-06	0.656452	0.960702	0.930942	0.92264	0	0.800741	0.923952	0.277245	0.861286	0	0.0337477	0.883924	0.0139689	0.923853	2.19002e-11	0.94532	1.53645e-05	0.603644	0.927898	0.685027	0.953743	0.921224	0.0779227	0.916935	0.942893	0.932485	0.852624	0.754132	0.920794	0.878334	0.870384	0.945205	0.0105284	0.853688	0.0834742	0.0829132	1.19861e-09	0.909473	0.76085	0	0.00639323	5.61405e-11	0.213025	0.932571	0.07914	0	0.807284	0.967527	0.858838	0.762675	2.15013e-11	5.40248e-07	0.0188218	0.925821	0.950166	0.872057	6.42068e-12	0.0190177	0.935878	0.873461	0.969267	0.943995	0.950724	0.954288	0.812622	0.944785	0.890765	7.23223e-08	0.0109939	0.909142	0.864615	0.934245	0.916304	0.0606625	0.889366	2.13755e-06	3.32643e-08	0.000184395	0.873262	0.971801	0.890642	0.743862	0.0695015	0.926917	0.801381	0.956039	0.940036	0.805881	0.873099	0.474121	0.554678	0.963321	0.947214	0.796853	0.953664	0.937405	0.133702	0.864838	0.524333	0.902566	0.949689	0.935175	0.93207	0.792193	0.903529	0.908222	0.793127	0.895839	0.827197	0.837973	0.785546	0.730041	0.91783	0.948765	0.923204	0.934818	0.88595	0.927021	0.661346	0.918254	0.913045	0.915901	0	2.96907e-11	0	0	0	0	0	0	0.974872	0	0	0	3.32898e-05	0	0	0	0	0	0.962745	0.958622	0.970602	0	5.4838e-13	0	8.16382e-10	0	0	0	8.56352e-14	3.26624e-10	0	0	3.5483e-05	0.95	0
_D:	0	0	72	""	2	50	"G_H_A"	12.1136	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323253	0.881815	0.921539	0	0.859273	0.292861	0	0	0.867904	5.93549e-07	0.540938	0.581581	0.720411	0.802707	0.897912	0	2.40322e-06	0.0801817	0.0694232	1.31394e-10	1.02458e-05	0	0.860259	0.794004	0.893358	0.92306	0.696127	6.77494e-08	0.90919	0	5.87994e-06	0.867004	0.721552	0.659178	0.63519	0.738229	0.91892	0	0	0.821602	0	0.00102935	0.924072	0	0	0.0102748	2.53919e-05	6.17143e-06	0.839394	5.31585e-08	0.0466132	0	0.804422	0.91438	0.756245	0.944302	0.0489075	0	0.899732	4.71464e-06	5.56671e-08	0.00154979	0	6.63503e-05	0.885298	0.847142	0.0333988	0	3.59205e-06	0	0	0.27486	0.632302	0.926312	0.803251	0.85866	0.950033	0.000162174	1.68342e-05	0.87524	0.091359	0.234202	0.794688	0.225606	0	0.817877	0.0048344	0	0	0.534859	0.854492	0	0.767961	0	0.932269	0	0.742648	0.863457	0	0.638509	0.793426	0.881197	0.943562	0.874892	0.000177005	0.940642	0.863903	0.73769	0.105066	0.25668	0.00834916	0.562125	0.900378	0.691269	0.0143585	0.433646	0.103263	0.00131778	0.648466	0.86459	0.770452	0.118966	0.749983	0.128508	0.6772	0.910071	0.783412	0.666209	0.0739299	0.435964	0.792677	0.720639	0.0415201	0	0.000163001	3.75642e-14	0	5.04459e-05	0	0	6.34671e-10	0	0	0	0.049708	3.4927e-13	0	0	0.00825637	4.34385e-13	0	0	6.35517e-09	3.55543e-11	0	0	0.000191498	0.00522356	0	2.2815e-09	0	0.834849	0.0403447	5.89602e-13	0	0	0.95	0
_D:	0	0	73	""	2	50	"H_I_A"	14.8424	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853688	3.98136e-05	0.78576	0.711812	0.00454612	0.930559	0.840056	0.843865	0.934648	0.798846	0.0413663	0.530005	0.607805	2.32269e-06	0.894436	0	0	0.822113	0.961096	0.907844	0.00127876	0	0.957886	0	0.80365	0.944541	0.929698	0.632236	0.827518	0	0.641672	0.918623	0.912486	0.127468	0.73006	0.937794	0.942668	0	0.887542	0.954485	1.33619e-11	0.941605	0.501361	0.0223606	0.0209709	0.0100453	0.914292	0.87854	0.908018	0.278788	1.1821e-05	0	6.85051e-05	0.95757	5.56057e-10	0.934465	0.914133	1.79597e-11	0.905633	0.921158	0.000261035	0.813957	2.65444e-13	0.00675504	1.675e-05	0.827238	0.0720552	7.78835e-07	0	0.755437	0.847363	0.395876	7.5718e-10	0.0974408	0.92263	0.907872	1.46173e-06	0.58962	2.85211e-06	0.873774	1.65793e-10	0.764652	0.337668	0.896473	0.0903102	0.000340888	0.92166	0.00185586	0.0721935	0	0.936497	0.881675	0.595139	0.954382	0.890138	0.00536154	0.000352722	0.940523	0.000273393	0.942017	0.852504	0.000168869	0.921592	0.706607	0.906929	0.0139183	0.920576	0.208851	0.903237	0.802016	0.787598	0.918023	0.632045	0.035654	0.837392	0.098616	0.900121	0.182996	0.785383	0.0255511	0.777245	0.542763	0.748477	0.671809	0.860228	0.897683	0.690489	0.30143	0.862887	0.828488	0.653825	0.819539	0.0215327	1.17138e-13	0	0	0	3.00639e-12	3.48356e-05	0	0	0	0	2.76901e-10	0	0	0.973502	0	0	0	0	0	9.0291e-07	0	0	0	0.945507	4.36596e-05	2.80463e-12	0	7.09482e-12	0	0.405355	0	4.65937e-10	0	0.95	0
_D:	0	0	74	""	2	50	"I_AA_A"	11.7028	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057442	0	1.78618e-12	4.84431e-08	0	0	0.00460046	0.858587	0.00790751	0.582465	0.847343	0.946065	6.42887e-07	0.839408	0.0109924	0	0	0.850874	0.448768	0.591199	0	0	0.756028	0.833513	0.663743	0.000270826	0.837486	0.560042	0.777558	0.488603	0.910793	0.795874	0.645619	0.00013824	0.00912174	9.89577e-15	0.874398	0	0.659688	0.865356	0	0.834157	0.952008	0	0.0343996	8.87778e-10	0.845093	0.887985	0.89559	0.196601	0	0.858617	0.912757	0.938897	2.96888e-05	0.000408408	0	4.17258e-07	0.907623	0.0654902	0	0.000134122	0.0367061	0.276517	0.676123	0.876423	0.00713021	0	1.12537e-10	0.580184	0	0.925131	0.000296581	0.925918	1.71876e-05	0.256962	0.722384	2.81974e-05	0.301574	0.933862	9.23706e-05	0.654673	0.941794	8.30149e-15	0.894976	0	0.00631494	0.848532	0	0	0.956133	0.618848	0.8587	0.753449	0.9204	0	9.33943e-05	0.815703	0.0449574	0.00492783	0.475507	0.540128	0.587585	0.876628	0.598473	0.784473	0.773259	0.835501	0.828382	0.909241	0.0402573	0.733035	0.028126	0.836705	0.444314	0.165338	0.870145	0.759096	0.812283	0.841164	0.568071	0.00238395	0.000750754	0.628896	0.669057	0.0602437	0.817656	0.0243064	5.7277e-07	2.54658e-06	0.910359	0.762962	0.105359	0	0.0502567	0	0	2.28512e-10	0	0	0	0	0	0	0.963022	6.65713e-11	0.000453318	2.58972e-05	8.02198e-07	0	0	8.72015e-15	0	0	0	0	0	0	0	0	0.0479477	5.58235e-15	6.79334e-13	0	0	7.69532e-10	0.95	0
