_H:	|batch	|epoch	|trial	$trial_name	$group_name	|phase_no	%minus_cycles	%sse	%ext_rew	%Input_act_m[2:0,0]<2:3,11>	%Input_act_m[2:1,0]	%Input_act_m[2:2,0]	%Input_act_m[2:0,1]	%Input_act_m[2:1,1]	%Input_act_m[2:2,1]	%Input_act_m[2:0,2]	%Input_act_m[2:1,2]	%Input_act_m[2:2,2]	%Input_act_m[2:0,3]	%Input_act_m[2:1,3]	%Input_act_m[2:2,3]	%Input_act_m[2:0,4]	%Input_act_m[2:1,4]	%Input_act_m[2:2,4]	%Input_act_m[2:0,5]	%Input_act_m[2:1,5]	%Input_act_m[2:2,5]	%Input_act_m[2:0,6]	%Input_act_m[2:1,6]	%Input_act_m[2:2,6]	%Input_act_m[2:0,7]	%Input_act_m[2:1,7]	%Input_act_m[2:2,7]	%Input_act_m[2:0,8]	%Input_act_m[2:1,8]	%Input_act_m[2:2,8]	%Input_act_m[2:0,9]	%Input_act_m[2:1,9]	%Input_act_m[2:2,9]	%Input_act_m[2:0,10]	%Input_act_m[2:1,10]	%Input_act_m[2:2,10]	%Hidden_act_m[2:0,0]<2:10,10>	%Hidden_act_m[2:1,0]	%Hidden_act_m[2:2,0]	%Hidden_act_m[2:3,0]	%Hidden_act_m[2:4,0]	%Hidden_act_m[2:5,0]	%Hidden_act_m[2:6,0]	%Hidden_act_m[2:7,0]	%Hidden_act_m[2:8,0]	%Hidden_act_m[2:9,0]	%Hidden_act_m[2:0,1]	%Hidden_act_m[2:1,1]	%Hidden_act_m[2:2,1]	%Hidden_act_m[2:3,1]	%Hidden_act_m[2:4,1]	%Hidden_act_m[2:5,1]	%Hidden_act_m[2:6,1]	%Hidden_act_m[2:7,1]	%Hidden_act_m[2:8,1]	%Hidden_act_m[2:9,1]	%Hidden_act_m[2:0,2]	%Hidden_act_m[2:1,2]	%Hidden_act_m[2:2,2]	%Hidden_act_m[2:3,2]	%Hidden_act_m[2:4,2]	%Hidden_act_m[2:5,2]	%Hidden_act_m[2:6,2]	%Hidden_act_m[2:7,2]	%Hidden_act_m[2:8,2]	%Hidden_act_m[2:9,2]	%Hidden_act_m[2:0,3]	%Hidden_act_m[2:1,3]	%Hidden_act_m[2:2,3]	%Hidden_act_m[2:3,3]	%Hidden_act_m[2:4,3]	%Hidden_act_m[2:5,3]	%Hidden_act_m[2:6,3]	%Hidden_act_m[2:7,3]	%Hidden_act_m[2:8,3]	%Hidden_act_m[2:9,3]	%Hidden_act_m[2:0,4]	%Hidden_act_m[2:1,4]	%Hidden_act_m[2:2,4]	%Hidden_act_m[2:3,4]	%Hidden_act_m[2:4,4]	%Hidden_act_m[2:5,4]	%Hidden_act_m[2:6,4]	%Hidden_act_m[2:7,4]	%Hidden_act_m[2:8,4]	%Hidden_act_m[2:9,4]	%Hidden_act_m[2:0,5]	%Hidden_act_m[2:1,5]	%Hidden_act_m[2:2,5]	%Hidden_act_m[2:3,5]	%Hidden_act_m[2:4,5]	%Hidden_act_m[2:5,5]	%Hidden_act_m[2:6,5]	%Hidden_act_m[2:7,5]	%Hidden_act_m[2:8,5]	%Hidden_act_m[2:9,5]	%Hidden_act_m[2:0,6]	%Hidden_act_m[2:1,6]	%Hidden_act_m[2:2,6]	%Hidden_act_m[2:3,6]	%Hidden_act_m[2:4,6]	%Hidden_act_m[2:5,6]	%Hidden_act_m[2:6,6]	%Hidden_act_m[2:7,6]	%Hidden_act_m[2:8,6]	%Hidden_act_m[2:9,6]	%Hidden_act_m[2:0,7]	%Hidden_act_m[2:1,7]	%Hidden_act_m[2:2,7]	%Hidden_act_m[2:3,7]	%Hidden_act_m[2:4,7]	%Hidden_act_m[2:5,7]	%Hidden_act_m[2:6,7]	%Hidden_act_m[2:7,7]	%Hidden_act_m[2:8,7]	%Hidden_act_m[2:9,7]	%Hidden_act_m[2:0,8]	%Hidden_act_m[2:1,8]	%Hidden_act_m[2:2,8]	%Hidden_act_m[2:3,8]	%Hidden_act_m[2:4,8]	%Hidden_act_m[2:5,8]	%Hidden_act_m[2:6,8]	%Hidden_act_m[2:7,8]	%Hidden_act_m[2:8,8]	%Hidden_act_m[2:9,8]	%Hidden_act_m[2:0,9]	%Hidden_act_m[2:1,9]	%Hidden_act_m[2:2,9]	%Hidden_act_m[2:3,9]	%Hidden_act_m[2:4,9]	%Hidden_act_m[2:5,9]	%Hidden_act_m[2:6,9]	%Hidden_act_m[2:7,9]	%Hidden_act_m[2:8,9]	%Hidden_act_m[2:9,9]	%Output_act_m[2:0,0]<2:3,11>	%Output_act_m[2:1,0]	%Output_act_m[2:2,0]	%Output_act_m[2:0,1]	%Output_act_m[2:1,1]	%Output_act_m[2:2,1]	%Output_act_m[2:0,2]	%Output_act_m[2:1,2]	%Output_act_m[2:2,2]	%Output_act_m[2:0,3]	%Output_act_m[2:1,3]	%Output_act_m[2:2,3]	%Output_act_m[2:0,4]	%Output_act_m[2:1,4]	%Output_act_m[2:2,4]	%Output_act_m[2:0,5]	%Output_act_m[2:1,5]	%Output_act_m[2:2,5]	%Output_act_m[2:0,6]	%Output_act_m[2:1,6]	%Output_act_m[2:2,6]	%Output_act_m[2:0,7]	%Output_act_m[2:1,7]	%Output_act_m[2:2,7]	%Output_act_m[2:0,8]	%Output_act_m[2:1,8]	%Output_act_m[2:2,8]	%Output_act_m[2:0,9]	%Output_act_m[2:1,9]	%Output_act_m[2:2,9]	%Output_act_m[2:0,10]	%Output_act_m[2:1,10]	%Output_act_m[2:2,10]	%Last_I_act_m[2:0,0]<2:3,11>	%Last_I_act_m[2:1,0]	%Last_I_act_m[2:2,0]	%Last_I_act_m[2:0,1]	%Last_I_act_m[2:1,1]	%Last_I_act_m[2:2,1]	%Last_I_act_m[2:0,2]	%Last_I_act_m[2:1,2]	%Last_I_act_m[2:2,2]	%Last_I_act_m[2:0,3]	%Last_I_act_m[2:1,3]	%Last_I_act_m[2:2,3]	%Last_I_act_m[2:0,4]	%Last_I_act_m[2:1,4]	%Last_I_act_m[2:2,4]	%Last_I_act_m[2:0,5]	%Last_I_act_m[2:1,5]	%Last_I_act_m[2:2,5]	%Last_I_act_m[2:0,6]	%Last_I_act_m[2:1,6]	%Last_I_act_m[2:2,6]	%Last_I_act_m[2:0,7]	%Last_I_act_m[2:1,7]	%Last_I_act_m[2:2,7]	%Last_I_act_m[2:0,8]	%Last_I_act_m[2:1,8]	%Last_I_act_m[2:2,8]	%Last_I_act_m[2:0,9]	%Last_I_act_m[2:1,9]	%Last_I_act_m[2:2,9]	%Last_I_act_m[2:0,10]	%Last_I_act_m[2:1,10]	%Last_I_act_m[2:2,10]
_D:	0	0	152	"L_C"	""	2	50	3.48174	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.847721	0.0479932	0.949906	0.797517	0.93787	0.0055469	8.76925e-08	0.0147828	0.00362903	0.911286	0.807986	0.697486	0.943548	0.954578	0.943858	1.14371e-05	0.928957	0.000334463	0.739415	0.925994	0.961264	0.0120771	0.937428	0.0716108	0.87226	0	4.77011e-08	0.915938	0.913995	0.134915	0.919754	0.000559371	0.893874	0.819913	0.876336	2.66196e-10	0.00903054	0	0.678794	0.94023	1.5111e-05	0.909087	0.948805	0.837184	0.877	6.97249e-07	0.714717	0.954821	0.916037	0	5.19383e-08	0.916429	0.905182	0.000778005	0.661528	0.952807	0	0.848647	0.853359	0.958528	0.91728	0.930528	0	0.943249	1.01291e-06	0.938568	0	0.945313	2.07344e-06	0.896205	0	0.942477	0	0	0.940424	0	3.81703e-11	0.0555567	0	0.808793	4.61589e-14	0	0	6.63659e-07	0.00164469	5.92156e-09	0.958373	0.969854	0.86639	0.91464	0.0456278	0.014317	0.930146	0.00194593	0	0.614313	1.00597e-07	0.910352	0.938989	5.43903e-05	0.50294	0.510251	0.782984	0.00406632	0.516422	0.741297	0.326625	0.379535	0.100709	0.687529	0	0.548075	0.462756	0.180338	0.51153	0.259516	7.87584e-07	0.0850376	0.578051	0.0055342	0.502417	0.0248466	0.225509	0.269355	0.401355	1.88103e-05	0.491536	0.0441785	0.728633	0.154929	0.254057	0.0850715	2.42619e-10	0.000104127	0	0	0.000110278	3.04138e-12	0	0.984498	0	0	5.17713e-10	0	0	2.75983e-13	0	0	0	0	0.00103441	0	0	0	0	8.98103e-10	0	0	0.984177	0	0	0	0	0	5.78417e-06	0
_D:	0	0	153	"C_Y"	""	2	50	0.72538	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.768635	0	0.946373	0	0	0.928049	0.864922	0.753474	0.860959	0.940355	0.947866	0.887498	0.894055	0	0	0.92931	0.944552	0	0.0029398	0.908203	0.000261639	0.519575	0.221622	6.10722e-12	0.000328078	0.49945	0.0656181	0.839541	0.700847	0.748203	1.6879e-13	0	0.89951	0.9203	0.709924	0.00381411	0	0.659137	0.000229096	0	0.938378	0.21844	0	0.655736	0	0.82389	0.875759	0.0316484	0	0.942465	0	0.661943	0.0135634	0	0.385176	0.875377	0	0.942345	0	0.543003	0.000109623	0.00264639	0.85497	0	0	4.35931e-14	0	0.919407	0	4.73509e-08	0.953444	0.918388	0	1.74742e-14	0	0.662038	0.921715	0.043743	0.798202	0.629176	0.931849	0.0295316	0.418742	0.770077	1.56307e-07	0.665869	0.68059	0.523205	0	0	0.00370157	0.756942	0.789527	0.539564	0	0.898495	0.880851	0	0.920276	0	0.18097	0.331409	0.0477219	0.0523241	0.268034	0.306797	0.184846	0.281654	0.180368	0.234299	0.159301	0.363019	0.421176	0.392251	0.14283	0.283139	0.0345031	0.25706	0.228003	0.423262	0.0762984	0.0839225	0.0467769	0.417646	0.901136	0.173884	0.614558	0.589659	0.192236	0.0469694	0.0443097	0.18508	0.147291	0	0	0	0	7.68372e-11	0	0	1.1982e-10	0	0	0	0.000855993	0	4.64161e-15	6.83924e-12	0	0.406553	0	0.406478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	0	0	154	"Y_Z"	""	2	50	1.85361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0.703926	0	0.744764	1.06223e-09	0.932104	9.83286e-11	5.26906e-06	0	0.90195	0.699992	0.964338	0.95169	0.739001	0.572571	0.944757	0.738409	0.840947	0.830608	0.00275644	0.946477	0.904336	0.886398	0.727389	0.780708	0.881844	0.677676	0.823445	0.00353758	0.959253	0.909497	0.596395	0.884967	0.595831	0.88804	0.954337	0	0.613558	7.34744e-13	0.73761	0.872267	0.9345	0.701606	0.870301	0.242389	0.701074	0.439433	0.802833	0.0507519	0.843449	9.86345e-05	0.920541	0.00120205	0.00687584	3.15504e-06	0.885287	0.71758	0.94618	0.00292284	6.24349e-07	0.634809	0.828258	0.672738	1.9598e-11	0.960956	0.521706	0.0052593	2.86765e-08	0.956713	0.812808	2.49235e-11	0.00197028	0.493823	0.475469	0.893176	0.966935	3.83129e-10	0.0536481	0.787017	0.907457	0.190896	5.7245e-05	0.907956	0.748804	3.02456e-07	0.866621	0.773259	0.893107	0.955456	0.350897	0.916192	0.757802	0.00268113	0.958404	0.371669	0	0.93816	0.954071	0.694477	0.80679	0.889036	0.296014	0.520754	0.578006	0.0650372	0.208938	0.334984	0.278327	0.488366	0.277335	0.192709	0.288705	0.348179	0.262824	0.239819	0.391264	0.219277	0.215467	0.193413	0.486506	0.213664	0.220161	0.2106	0.198142	0.666722	0.0115129	0.875424	0.0601565	0.553169	0.221171	0.209418	0.705566	0.253275	0.042509	0	0	0	0.40206	0	0	0	0	6.77585e-10	0.0013124	0	0	0	0	0	0	1.69635e-06	0.000521675	1.06704e-06	0.402808	0	0.402498	0.00051903	0	0	0.400661	0	0	0	0.40257	0	0	8.79334e-11
_D:	0	0	155	"Z_AA"	""	2	50	2.95982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	9.01832e-05	0.386789	1.22886e-11	7.20927e-05	0.0162805	0.814137	0.754474	0	0.807222	0.000131146	0	0.92116	0.062458	0.838687	1.22873e-13	0.780653	0.933656	0	0.842278	0.825931	0.000243154	0.934818	0.0349661	0.872665	4.07473e-09	0.550671	0.841079	0.933889	0.935771	0.847367	0.911797	0.68791	0.849638	0.00550945	0.945926	0.495206	0.790291	0.348427	0	0.901143	0	0.286215	0	0.441501	0	2.29516e-09	2.08833e-06	0.951015	0	0	0	0.572261	0.834079	0.0523933	0.916483	0.884053	0.00157357	0.434697	0.00698026	0.947002	0.691708	0.924137	0.940138	0.00327234	0.811744	0.909009	0	0.919084	0.931011	0	0.84703	0.000159672	3.30357e-07	0.701517	0.000360569	0.0268216	0.946874	0.230022	0.959267	0.424292	0.936793	2.65031e-12	0.865363	0.0640207	0.867479	6.35058e-09	0.00688913	0.794423	0.885819	0.941011	0.00129888	0.897831	0	0.90723	0.00293153	0.928681	0.607797	6.71119e-08	0.0122431	0	0.682117	0.254943	0.80587	0.67508	0.310679	0.0506332	0.371862	0.0829068	0.145466	0.273874	0.00278295	0.476087	0.0861111	0.0700469	0.345452	0.461503	0.0194934	0.0749004	0.298632	0.403032	0.0563938	0.185155	0.245471	0.19714	0.636017	0.305406	0.196268	0.366001	0.0497014	0.0868891	0.42966	0.582124	0.00143967	1.43172e-09	0	2.08115e-10	1.97136e-07	0.404417	0.402311	0	3.12724e-11	0	0	0	5.87084e-06	0	0	5.40174e-13	0	0.403909	2.55718e-11	4.13441e-11	0	0	0	5.36827e-10	0	0	0	0	0	0	0	0	0	0
_D:	0	0	156	"AA_BB"	""	2	50	3.71504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.941795	0.00132836	0.913515	0	0.198899	0.0256118	0.928104	1.23481e-06	0	0.123934	0.00802933	8.83676e-11	0	0.887619	0	0.932963	0	0.773269	0.880171	0	0.547424	0.906334	0.825839	0	0	0.941929	0.619979	0	0	0.924482	0	0.862218	0.866357	0.929569	0	0	0	0	0	8.92293e-08	0	0.921368	0.849424	0	0.937759	0.000589298	0	0.000146309	0	0	0.720351	0.595907	0.720892	0.848784	0.853093	0.931094	5.64153e-09	0	4.20045e-13	0.917696	0	0.420128	0.0742998	0.871431	0	0.948816	0.899673	0.878459	0	0	0.464922	0.242142	0.329448	0.864452	0.0031873	0.868506	0.84761	8.52046e-06	0.000926737	0.90814	0.620203	0.939512	3.38583e-09	0.741923	0.0120617	0	0	0.00620098	0.199284	0.833274	0.930061	0.0155526	0.828749	0.808599	0	2.37661e-05	0.92952	0.838919	0	0.223211	0.448842	0.315723	0.565086	0.0381581	0.00383812	0.731159	0.067381	0.41064	0.094483	0.626263	0.695376	0.128881	0.0773524	0.0319186	0.227247	0.516162	0.410466	0.133046	0.400657	0.218696	0.0387462	0.704351	0.000785033	7.91553e-09	0.528058	0.132928	0.870929	0.175438	0.613941	0.0016451	0.447868	0.753038	6.72395e-10	0.796147	0.000101777	0	0	0.00214573	0.00889116	0	0	0	0	0	1.14851e-05	2.80476e-06	0	3.95761e-11	0	3.54157e-13	0	0.0113965	0	0	0	3.37401e-15	0	0	0	0	0	1.02855e-05	0.0435271	0	1.98125e-09
_D:	0	0	157	"BB_T"	""	2	50	2.32911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	1.95676e-09	4.54165e-05	0.934388	0.902909	0.899133	0.940299	0	0.913186	0	0.904221	0.000107315	0	0.940868	0.903865	0.931911	0.688851	2.06485e-06	0	0	0.938218	0	0	6.04479e-07	8.78854e-08	0.947031	0.867823	2.76377e-05	1.43054e-06	0	0.937668	0.947187	0.878396	1.36855e-08	3.27907e-07	0.915747	1.00479e-12	0.951561	0	0.0169763	0.0179476	0.703743	0.933762	0.743463	0.878405	2.37135e-07	0.000842999	0.958682	0	0	0	0.0203882	0.000519337	0	0.850437	0.927117	0.00120135	0.871666	0.168927	0.869877	0.932054	0	0.796465	0.909361	0.746897	1.47787e-05	5.31832e-08	8.83912e-05	0	0.883433	0.376219	0.28707	0.868551	0.950041	0.873913	0	0	1.71122e-05	0.000661106	0.894982	0.957206	0.950088	5.37472e-11	0.823936	0.630164	0	0.944559	0.917586	0.919506	0	0.375819	0.770765	4.91196e-05	0.848606	0	7.73386e-05	1.21486e-08	0.889196	0	0.886855	0.0485105	0.063329	0.176593	0.256313	0.177768	0.385677	0.0987047	0.308275	0.577637	0.265081	0.0667535	0.210725	0.655462	0.46728	0.571825	0.00469426	0.117015	0.305072	0.136035	0.540644	0.72012	0.166022	0.0616521	0.172347	0.402388	0.0417889	0.147394	0.514423	0.37313	0.214228	0.0890661	0.675004	0.000170361	1.11963e-09	7.38925e-05	0	0	0	0	1.3535e-12	0	0	3.84695e-11	0	0	0	0	0	0	0	3.22753e-09	0	0	0.00905626	2.68823e-10	0	0	0.948665	0.00546613	0.205699	4.57265e-10	0	2.91823e-05	0	0	0
_D:	0	0	158	"T_A"	""	2	50	5.32102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0.914991	0	0	0	0.582327	1.32835e-10	0.00221687	0.732989	0.918756	0	0.913041	0.674762	0.848369	0.81249	0.817766	0	0.0164173	0.871698	1.23733e-12	0.0651874	0.897134	0.826334	0	1.91006e-12	0	0	0.902867	0.701475	0	0	0	0.878469	0.765196	0	0.904447	0.860404	0.575205	0	2.15266e-07	0	0	0.784539	0.89457	0.903216	2.82342e-09	0	1.55332e-11	0.861621	0	0	0	0.914603	0.704304	0.887719	0	0	0	0.908152	0	0.829498	8.40569e-07	0.736697	7.12665e-12	0.0069363	2.83768e-06	0.913958	0.866479	0.0145476	0.812791	0.00101745	0.642102	0	0.864486	0.0178179	0.770983	0	4.51007e-07	6.81488e-09	0.4647	0.840185	1.16821e-08	0.853112	0	0.87157	0	0.000833357	0.0571559	0	1.74607e-09	0	0.914428	0	1.35919e-05	3.76386e-13	0.723216	0.856748	3.83861e-10	0.600008	0	0	0.0937428	0.00268589	0.657319	0.765547	0.100429	0.366419	0.625357	0.352042	0.00805965	0.757868	0.781882	0.563702	0.554459	0.00016279	0.246757	0.195542	0.532097	0.194579	0.0935561	0.186623	0.0474009	0.0286813	0.772336	0.000105745	9.73009e-08	0.0909646	0.480922	0.371554	0.431147	0.177667	0.0118576	0.00880469	0.632456	2.1083e-11	0	1.67276e-09	0	0	0.0325743	0	0	0	5.17667e-12	0	5.78452e-13	0	0	0	0.0169127	0	0	0	0	0	2.43806e-12	0	0	0	0	7.18476e-10	0.310245	1.09849e-10	5.30528e-09	0.00213572	5.14087e-10	0.00564983
_D:	0	0	159	"A_B"	""	2	50	4.14905	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.53977e-11	0.630781	0.0179513	0.908243	0.368669	0.000254771	0.915784	0	0.921757	0.838135	0.919531	9.85655e-11	0	0.894303	0.923231	0.827442	0	0.901434	0	0	0	0	5.50734e-05	0	0.899691	0.708738	0.92335	0.788134	0.862295	0.341564	0.427752	0.922378	0.245478	0	0.922825	0.882453	0.610458	0.891527	0	0.740851	4.85678e-11	0	0	0	1.62965e-05	0.905324	0.880482	0	0.0021637	6.38784e-10	0	0.710734	1.72636e-09	0	0.771816	6.23233e-11	0	0	0.913708	0.910464	0.0175493	8.7232e-10	1.53263e-11	0.442716	0.00037247	0	0.661117	0.641619	0	0	0.000542672	0.863582	9.65698e-12	0.875771	0.295131	0	0.673785	0.936128	0.892173	0	0.0059533	0.776205	0.663439	0.675541	0.666304	0.741937	0.768519	0.39311	6.51251e-05	2.35026e-06	0.896661	0	0.775796	0.926911	0	0	0.9056	0.898843	0.878816	0.408381	0.700456	0.71561	0.0749496	0.00154985	0.607989	0.0638719	0.356293	0.0419658	0.296478	0.741789	0.237032	0.389023	2.6543e-08	0.0242902	0.0398673	0.000215073	0.00259451	0.782279	0.133277	0.690656	0.350757	0.000247692	0.536364	0.0272933	0.011761	0.203168	0.654224	0.789417	0.557381	0.230264	0.00109734	0.00234074	0.363513	0.000393319	0	0	0.400413	0	0	0	0	0.0413162	8.46959e-10	1.32948e-10	0	0	0	0	0	0	0	0	5.01103e-12	0	0.255225	0	0.00136899	5.97186e-11	1.84109e-12	8.46674e-16	1.44103e-14	0	0	0	0	0
_D:	0	0	160	"B_C"	""	2	50	3.71099	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933046	2.6581e-06	0.000598702	0.945827	0.920535	3.5591e-08	0.746371	6.22005e-10	0.892619	0.895212	0.903532	0.9693	0.916838	0.841361	0.73349	0	0.000485714	7.32259e-06	0.933904	0.968255	0.870756	0.03012	0.668928	0	8.9634e-06	1.37391e-05	0.0860071	0.0100426	0.937381	0.0357918	0.959808	0.958088	0.642054	0.833144	1.55909e-06	0.93828	3.24069e-05	0.148586	0.702287	0.654036	0.891563	1.77759e-10	0.961107	7.22383e-05	5.2052e-10	0.862996	0.937375	8.18554e-06	0.847788	4.98697e-06	0.0315267	0.935188	0.014765	6.39085e-08	0.881818	0.87483	0.930953	0.337145	2.86708e-12	0.946305	0.919478	0.14929	0.960317	0.931322	1.25677e-10	0.897055	0.719356	0.913218	0.874658	0.917986	0.9322	1.99932e-05	0.00150944	2.21562e-10	1.55535e-10	1.78144e-07	0.0105299	4.30503e-08	1.14016e-11	0.924225	0.883093	1.0295e-09	0.00105014	1.48461e-12	0.000536916	0.0119789	0.945233	0.965655	0.955211	0.916479	2.56921e-11	0.0732383	0.945058	0.000295588	0.880309	0.942988	9.29918e-10	3.94716e-08	0.957	0.946224	0.0723658	0.632589	0.730458	0.535397	0.112762	0.0757909	0.106474	0.458537	0.200745	0.617772	0.634445	0.00951705	0.344136	1.20798e-10	0.00031191	0.838758	0.0248101	0.463118	0.527733	0.632232	0.0213523	0.00360308	0.192015	0.000620377	0.168833	0.462576	0.666884	0.643072	0.462333	0.190965	0.217357	0.0145277	0.0190187	0	1.40385e-11	0	0	0	0	8.2496e-09	3.62786e-05	0.0469667	1.65875e-11	0	0	0	0	0.0516696	0	0	0	0	2.924e-10	0	0	2.5739e-05	0	1.63358e-15	0.958491	0	2.50946e-12	0	2.0872e-13	0	0.959269	0
_D:	0	0	161	"C_CC"	""	2	50	2.25615	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.765259	0	0.946016	0	0	0.927133	0.862246	0.750134	0.857952	0.939952	0.947553	0.884821	0.892884	0	0	0.928369	0.943802	0	0.00286385	0.906853	0.00033802	0.503692	0.258101	6.17438e-12	0.000420043	0.511576	0.0641997	0.834485	0.691889	0.738809	1.70033e-13	0	0.897726	0.919662	0.700297	0.00446541	0	0.662234	0.000304521	0	0.937915	0.261034	0	0.659069	0	0.821125	0.874384	0.0309892	0	0.942086	0	0.654667	0.0137872	0	0.392254	0.871945	0	0.941968	0	0.519293	0.000124379	0.00263145	0.851016	0	0	3.92287e-14	0	0.917853	0	4.92956e-08	0.953039	0.917606	0	2.11497e-14	0	0.659386	0.920519	0.0489744	0.791129	0.628391	0.930907	0.0345407	0.425883	0.767693	1.47053e-07	0.661037	0.680523	0.527919	0	0	0.00463365	0.74888	0.786962	0.547789	0	0.896222	0.878566	0	0.919498	0	0.340491	0.278006	0.0289833	0.00971513	0.20901	0.418758	0.0468381	0.204349	0.134502	0.0166375	0.0625802	0.0734746	0.334017	0.555569	0.180177	0.158349	0.300543	0.153604	0.161794	0.240781	0.202391	0.498838	0.0213457	0.457215	0.908942	0.269391	0.633313	0.190757	0.151337	0.132535	0.0875084	0.212153	0.28858	0	0	0	0	6.99125e-11	0	0	1.16019e-10	0	0	0	0.000915852	0	4.01203e-15	6.85424e-12	0	0.406614	0	0.406549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	0	0	162	"CC_DD"	""	2	50	4.51936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	1.45672e-06	0.943395	0.708506	0.0172007	0.0597033	0.93472	0.354894	0.903591	0.929761	1.55254e-05	0.908785	0.877101	0.902184	0.852856	0.0520389	0.444222	0	0	4.60971e-11	0	0.868966	2.6916e-09	6.15613e-08	0.912585	0.897931	0.777182	0.883323	8.5378e-13	0.360629	0.659964	0.781563	0.940871	0.626371	0.942006	0	0.927874	0.85641	2.15679e-07	0.828396	0.351934	3.20054e-08	0	0.89955	0.159484	0.437521	0.00526945	0.844298	0.850546	0.0279342	5.41724e-13	0.853953	0.910974	0.577928	2.92855e-11	0	0.875169	0	1.49611e-12	0.911325	1.51519e-10	0.850141	0.876437	0	0.956954	0.00473054	0	0.626107	0.00167789	0	0.936144	3.89769e-08	0.920802	0.92595	0.772728	0.842925	0.755483	0.822117	0.931931	0	0.874148	0	0.943185	0	0.906177	0.875874	2.27109e-05	0.924218	0.454254	0.858001	0.413992	1.33796e-11	4.52381e-09	0	9.54855e-12	0.123038	0	0.958932	0.810509	0.845372	0.841603	0.570451	0.0210495	0.454536	0.00572051	0.0302983	0.575284	0.482517	0.325585	0.533559	0.158731	0.743932	0.229081	0.00929968	0.301679	0.0284913	0.0321658	0.0679071	0.179851	0.00362336	0.610695	0.000723521	0.690744	0.118224	0.724916	0.686148	0.343202	0.524241	0.0683191	0.076148	0.851636	0.616664	0.116611	0.723456	1.37242e-15	2.90416e-13	0	0	6.04479e-15	5.69577e-12	0	0	0	7.50086e-05	0.000969767	0	0	0	0	0.401916	0	0	0	0	0	1.02061e-12	0.401652	0	0	0	0.402245	0	0	0.00294877	1.00513e-14	0	0
