_H:	|batch	|epoch	|trial	$trial_name	$group_name	|phase_no	%minus_cycles	%sse	%ext_rew	%Input_act_m[2:0,0]<2:3,4>	%Input_act_m[2:1,0]	%Input_act_m[2:2,0]	%Input_act_m[2:0,1]	%Input_act_m[2:1,1]	%Input_act_m[2:2,1]	%Input_act_m[2:0,2]	%Input_act_m[2:1,2]	%Input_act_m[2:2,2]	%Input_act_m[2:0,3]	%Input_act_m[2:1,3]	%Input_act_m[2:2,3]	%Hidden_act_m[2:0,0]<2:4,4>	%Hidden_act_m[2:1,0]	%Hidden_act_m[2:2,0]	%Hidden_act_m[2:3,0]	%Hidden_act_m[2:0,1]	%Hidden_act_m[2:1,1]	%Hidden_act_m[2:2,1]	%Hidden_act_m[2:3,1]	%Hidden_act_m[2:0,2]	%Hidden_act_m[2:1,2]	%Hidden_act_m[2:2,2]	%Hidden_act_m[2:3,2]	%Hidden_act_m[2:0,3]	%Hidden_act_m[2:1,3]	%Hidden_act_m[2:2,3]	%Hidden_act_m[2:3,3]	%Output_act_m[2:0,0]<2:3,4>	%Output_act_m[2:1,0]	%Output_act_m[2:2,0]	%Output_act_m[2:0,1]	%Output_act_m[2:1,1]	%Output_act_m[2:2,1]	%Output_act_m[2:0,2]	%Output_act_m[2:1,2]	%Output_act_m[2:2,2]	%Output_act_m[2:0,3]	%Output_act_m[2:1,3]	%Output_act_m[2:2,3]
_D:	0	0	467	"F_D"	""	2	50	2.29047	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.89661	0.00543771	0	0.0039972	0.754714	0.739951	0	0	0	0.000101451	0	0	0.870024	0.011984	0.00127102	0.000921554	0	1.95809e-06	0	0	0.429531	0.61201	0	0	0.278761	0.957036	0.105577	0
_D:	0	0	468	"D_E"	""	2	50	1.27577	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	7.94764e-06	0.0258969	0	0	0.115208	0.682439	0.9189	0	0.00335681	0	0	0.17868	0	0.691791	0.769056	0.00220179	0.0108408	0.00332339	0.918254	0.679078	0	0	4.25193e-05	0.0908273	8.07499e-06	0.00260214	0.657708
_D:	0	0	469	"E_F"	""	2	50	0.45156	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.73852	0	0	0.818188	0	0.672073	0	0	0.884456	6.37809e-05	7.9231e-08	0.00332773	0	4.55179e-08	0.000773497	0.136741	0.671982	0	0.250565	0	0.00256698	0.932879	0.00303676	0.113869	0.0095505	0.147955	0	0
_D:	0	0	470	"F_D"	""	2	50	1	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.160969	0.180458	0	0.0629845	0.000107871	0.400243	0	0	0	0.132985	0	0	0.198262	0.13789	0.384855	0.124035	0.0106996	0.00028251	0	0	0.0203825	0	0.0366958	3.18374e-07	0	6.13457e-06	0	0
_D:	0	0	471	"D_E"	""	2	50	1.34057	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	4.36539e-07	0.332269	0	0	0.603645	0.778453	0.91517	0	8.07621e-05	0	0	0.127331	0	0.700649	0.0512019	0.00166138	1.20087e-05	0.0218595	0.924958	0.690704	0	0	0.0121056	0.0346636	0.00107412	0.696436	0.000105123
_D:	0	0	472	"E_F"	""	2	50	0.372393	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.785237	0	0	0.808256	0	0.694401	0	0	0.87841	8.67203e-05	7.75626e-08	0.00174961	0	0	0.00070937	0.0702978	0.61024	0	0.112566	0	0.00466923	0.934321	0.00344802	0.087229	0.0188274	0.351776	0	0
_D:	0	0	473	"F_D"	""	2	50	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.0335365	0.0393846	0	0.197949	3.88979e-05	0.0752216	0.720496	0.241352	0	0.544331	0	0	0.0428401	0.304963	0.813465	0.0500397	0	2.38884e-05	0	0.86236	1.83055e-06	0	0.000298187	0.236937	0	0	0.00219337	0
_D:	0	0	474	"D_E"	""	2	50	0.762944	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	1.8938e-07	0.0601746	0	0	0.579591	0.508844	0.902709	0	0	0	0	0.826812	0	0.54008	0.211648	0.00029664	0.0448432	0.00567375	0.873467	0.847972	0	0	0.00061923	0.0153088	0.482999	0.00250928	0.00124094
_D:	0	0	475	"E_F"	""	2	50	0.309444	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.792033	0	0	0.812034	0	0.685761	0	0	0.87526	0.000124116	7.53534e-08	0.00131745	0	0	0.000856748	0.0493935	0.556277	0	0.115185	0	0.0122007	0.935179	0.00538232	0.0864297	0.0453162	0.349344	0	0
_D:	0	0	476	"F_D"	""	2	50	0.414899	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.00537118	0.00483864	0	0.048948	8.9111e-06	0.0100415	0.880737	0.762592	0	0.586232	0	0	0.00636152	0.0816811	0.867655	0.00766007	0	0	0	0.955162	3.01736e-07	0	0	0.00871025	0.000248278	0	0.644126	0.000340688
_D:	0	0	477	"D_E"	""	2	50	0.818275	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	1.16249e-07	0.423236	0	0	0.0898388	0.663005	0.910686	0	0	0	0	0.321875	0	0.642235	0.490606	0.00123877	9.82292e-05	0.282717	0.904586	0.800014	0	0	0.153186	0.0768429	0.00022839	0.0173966	0.0246865
_D:	0	0	478	"E_F"	""	2	50	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.820953	0	0	0.796654	0	0.706018	0	0	0.86453	0.00012361	5.01985e-08	0.000228524	0	0	0.000687624	0.0161847	0.48345	0	0.0596331	0	0.0335874	0.93598	0.00363917	0.0803317	0.0680462	0.453301	0	0
_D:	0	0	479	"F_A"	""	2	50	2.55367	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.000976793	0.00110628	0	0.00755619	1.73059e-06	0.00220176	0.911011	0.834807	0	0.655274	0	0	0.00137807	0.0168532	0.880864	0.00113721	0	0	0	0.969816	1.31686e-06	0	0	0	0.000279578	0	0.783024	0.00234565
_D:	0	0	480	"A_B"	""	2	50	0.929017	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.00206513	0	0	0	0	0.816251	0.851056	0.0235165	0.0702049	0	0.788329	0.449893	0	0.885573	0	0.000357113	0.720925	0.252213	0.963855	0.375643	1.32618e-08	0	0.0160288	7.81832e-08	0.00325405	6.51655e-06	0
_D:	0	0	481	"B_C"	""	2	50	0.482368	0	0	0.95	0	0	0	0	0	0	0	0	0	0	6.00344e-06	0	0.765691	0.801412	0.653499	0	0.541911	0	0	0	0.00427075	0.705289	0	0	0	0.0488189	0.000275105	0.000532905	0.896615	0.264051	0.0560913	0.0678028	0.265238	0.12622	0	0	0.694527	0.00272865
_D:	0	0	482	"C_D"	""	2	50	0.611924	0	0	0	0.95	0	0	0	0	0	0	0	0	0	5.85796e-05	0.000667607	0	0	0	0	0.924222	0.884448	3.19886e-07	0.78988	0	0	0.000453454	0	0.857978	0	0	0	0	0.972148	0.031056	0	0	0	0.129596	0	0.782256	0.333512
_D:	0	0	483	"D_E"	""	2	50	0.738085	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.737951	0.768986	0	0	0.683569	0	0.658849	0.296273	0	0	0	0.138543	0.000362624	0	0.739199	0.859119	0.000474272	0.118167	1.12714e-05	0.830702	0	0.443343	0.209816	0.000169899	0.00144538	0.0165144	0.241322
_D:	0	0	484	"E_F"	""	2	50	0.285776	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.826562	0	0	0.787252	0	0.713834	0	0	0.868969	7.58939e-05	2.97664e-08	0.000153636	0	0	0.000434229	0.014175	0.53458	2.0628e-07	0.0746979	0	0.0187758	0.936425	0.0013982	0.0368064	0.0804193	0.464139	0	0
_D:	0	0	485	"F_A"	""	2	50	1.18445	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.00338523	0.885042	0	0.0394302	5.23578e-06	0.418647	9.74767e-05	0	0.0232652	0.0880894	0.65922	0	0.00353594	0.814866	0.0175504	0.59115	0.91714	0	0	0	0	0	0.858347	0.092581	0.232793	0	0	0.669096
_D:	0	0	486	"A_B"	""	2	50	1.70651	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.747399	0	0	0	0	0.00724656	0.246257	0.821613	3.65427e-05	0	0.768706	0.0640674	0.741762	0.806767	0	0.907401	0.693966	0	0.669484	4.43597e-05	0.00160486	0.034955	0.659488	0	0.00324029	0	0.00475405
_D:	0	0	487	"B_C"	""	2	50	0.29356	0	0	0.95	0	0	0	0	0	0	0	0	0	0	2.41392e-05	0	0.386171	0.821731	0.6461	0	0.0227253	0	0	0	0.000716822	0.783465	0	0	0	0.757374	0.000190525	0.541812	0.891183	0	0.20324	0.0805811	0.152189	0.00712855	0	0	0.00170553	0.468346
_D:	0	0	488	"C_J"	""	2	50	2.50624	0	0	0	0.95	0	0	0	0	0	0	0	0	0	5.75731e-05	0.00056875	0	0	0	0	0.92311	0.887828	4.8444e-07	0.781488	0	0	0.000458369	0	0.855932	0	0	0	0	0.972142	0.0643618	0	0	0	0.216203	0	0.749118	0.223373
_D:	0	0	489	"J_K"	""	2	50	0.843973	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.370693	0.000460604	0.356999	0.200524	0.91452	0.535943	6.00023e-08	0.800769	0	0.000479075	0	0	0.341973	1.00765e-05	8.86275e-06	0	0.0985645	0.91868	0.074462	0.0529919	0.00208527	0.0142204	0	0.00196224	0.8728	0.00221147
_D:	0	0	490	"K_L"	""	2	50	0.575142	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.00224963	0.747646	4.16246e-06	0	0.820547	4.68428e-06	0	0	0	0.762308	0	0	0	0.00242032	0.000117926	0.844693	0.758381	0.0412862	0.0979084	0	0.0123974	0.000160735	0.215317	0	0.00148173	0.223729	0.000113236	0.901303
_D:	0	0	491	"L_D"	""	2	50	3.29862	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.00233419	0.890779	0	0.027872	0.00917134	0	1.07467e-07	8.85279e-09	0.819669	0	0.786765	0	0.000882381	0.719103	0.00543043	0.704762	0.932729	0.00389431	0	0	0	0.0819198	0.83538	0.134988	0.0057203	0	0	0.854858
_D:	0	0	492	"D_E"	""	2	50	0.672263	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0.397913	1.1628e-07	0.0761971	0	0	0.768568	0	0.823601	0	0	0	0	0.897977	0	0	0.593268	2.6488e-05	0.36292	0.00416964	0.230575	0.880877	0	0	9.05926e-05	0.00566814	0.819916	0.000534648	0.00311203
_D:	0	0	493	"E_F"	""	2	50	0.454959	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.884794	0	0	0.76114	0	0.709505	0	0	0.846341	6.9627e-06	2.95371e-08	2.2931e-05	2.10841e-06	0	0.000401113	0.000347384	0.324171	0	0.0548156	0	0.00500856	0.936136	9.40073e-05	0.00316257	0.169264	0.674506	0	0
_D:	0	0	494	"F_A"	""	2	50	1.04815	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.00299296	0.881957	0	0.0147916	8.86884e-06	0.355144	9.26149e-05	0	0.373744	0.0615266	0.564696	0	0.00300581	0.848297	0.0146608	0.601885	0.925116	0	0	0	0	0	0.793914	0.116669	0.382453	0	0	0.646412
_D:	0	0	495	"A_B"	""	2	50	0.912102	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.00375148	0	0	1.00706e-07	0	0.781641	0.827822	0.0299606	0.00339214	0	0.796746	0.6387	0	0.880573	0	0.000121596	0.77428	0.267265	0.955041	0.452829	1.72445e-06	0	0.0101007	0	0.0271956	0	0
_D:	0	0	496	"B_C"	""	2	50	0.268221	0	0	0.95	0	0	0	0	0	0	0	0	0	0	4.84783e-05	0	0.744861	0.825901	0.6264	0	0.374174	0	0	0	0.000277042	0.726589	0	0	0	0.151473	2.15959e-05	0.0348743	0.900266	0	0.141897	0.0977493	0.308659	0.116438	0	5.52815e-06	0.517901	0.00240037
_D:	0	0	497	"C_G"	""	2	50	1.91094	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.885453	0.397302	0	0	0.766471	0	0.0107256	0.00247602	6.49972e-06	0.0525306	0	0	0.895702	0	1.10526e-07	0	8.71467e-05	0.24166	0.00104332	0	0.468212	0.160027	0	0	0.209139	0.954432	0	0
_D:	0	0	498	"G_H"	""	2	50	0.899982	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.541733	0	0	0	0.778714	0.801462	0.57235	0.0110034	0.000127701	2.7198e-05	0.0336337	0	0.910362	0	0.00250578	0.047152	4.02103e-05	0.948674	0.0923056	0.0199961	0	0.806287	5.19945e-06	0	0.360314	0
_D:	0	0	499	"H_I"	""	2	50	0.872825	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.528978	0	0	5.96568e-05	0	0	0.835157	0.897444	0	0	0.53316	0.00216658	0	0.882851	0.000459035	0	0.446518	0	0.00031996	0.934251	0.00200256	4.18871e-07	0.001321	0	0.926638	0.00523833	0	2.80622e-05
_D:	0	0	500	"I_G"	""	2	50	1.0197	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.0289383	0.829198	0.147343	0.0101189	0	0.55412	0.00392391	0.0270573	0	0	0.677276	0.864685	0.10651	0	1.82336e-07	0	0.726436	0.701424	0.136992	0	0	0	0.85875	0	0	0	0	0
_D:	0	0	501	"G_H"	""	2	50	0.726328	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.672343	0	0	0	0.463614	0.701633	0.721904	0.0112904	0.00301101	0.000972813	0.224507	0	0.900286	0	0.0305082	0.110211	3.75183e-05	0.852249	0.36234	0.0663896	0	0.84644	0	0	1.62408e-06	0
_D:	0	0	502	"H_I"	""	2	50	1.42127	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.278097	0	0	4.58387e-05	0	0	0.769678	0.878922	0	6.1993e-06	0.89456	0.0320437	0	0.81431	5.10246e-05	0	0.0648989	0	0	0.907979	0.0048192	1.00035e-05	0.772555	1.05519e-08	0.92592	0.00643724	0	4.48424e-06
_D:	0	0	503	"I_G"	""	2	50	1.10861	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.00385416	0.892628	0.0806287	0.00500226	0	0.643853	0.0005415	0.00305056	0	0	0.868722	0.844455	0.00281332	0	0	0	0.830037	0.647802	3.59702e-05	0	0	0	0.946122	0	0	0	3.92858e-07	0
_D:	0	0	504	"G_H"	""	2	50	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.812542	0	0	0	0	4.16096e-05	0.872051	0.000470621	0.0582744	1.55299e-05	0.66762	0	0.816092	0	0.326815	0.447508	0.0101631	0.0507725	0.201559	0.314964	0	0.879158	0	0	2.513e-05	0
_D:	0	0	505	"H_I"	""	2	50	1.31219	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.46493	0	0	7.01357e-05	0	0	0.614714	0.856202	0	1.97509e-06	0.902176	0.0434527	0	0.819494	0	0	0.0766631	0	0	0.826422	0.0204469	5.30798e-05	0.793231	3.74092e-07	0.933308	0.0075427	0	3.53223e-06
_D:	0	0	506	"I_D"	""	2	50	3.02618	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.000888571	0.90505	0.0176287	0.0236291	0	0.650035	0.000110659	0.000610358	0	0	0.904161	0.851353	0.000588964	0	0	0	0.823516	0.654036	0	0	0	0	0.959291	0	0	0	0.00105948	0
_D:	0	0	507	"D_E"	""	2	50	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	2.6485e-09	0.781399	0	0	0.67182	0	0.708292	0	0	0	0	0.84157	0	0	0.661741	0.00175615	5.30828e-05	0.455457	5.66549e-06	0.888032	1.4907e-08	0	0.412113	0.0025627	0.463187	0.0672616	0.000490527
_D:	0	0	508	"E_F"	""	2	50	1.07679	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.640964	0	0	0.820584	0	0.636967	0	0	0.823281	0.00281535	0.807534	7.10248e-05	0	0	0.000434847	0.000266112	0.0980366	0	0.0332556	0	0.00179999	0.923579	0.837269	0.0137124	0.613001	0.00185123	7.58885e-07	0
_D:	0	0	509	"F_G"	""	2	50	1.72979	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.000544109	0.896643	0	0.0274844	2.07122e-06	0.126401	1.65815e-05	0	0.360864	0.0511451	0.822982	0	0.000846599	0.857428	0.00297838	0.548482	0.921831	0	0	0	0	0	0.909441	0.0152431	0.655441	0	0	0.671133
_D:	0	0	510	"G_H"	""	2	50	0.873149	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.607354	0	0	0	0.752182	0.727818	0.762789	0.0468188	3.65462e-06	0	0.0245556	0	0.902375	0	0.089267	0.0154439	7.63347e-05	0.934425	0.0107068	0.141143	0	0.835198	0	0	0.394755	0
_D:	0	0	511	"H_I"	""	2	50	1.21575	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.582546	0	0	0.000175117	2.04599e-08	0	0.514028	0.852866	0	1.9454e-06	0.901226	0.0421364	1.4188e-07	0.805506	0	0	0.031189	0	0	0.767201	0.0625803	0.000669271	0.791933	5.52571e-07	0.935882	0.0145307	0	1.46246e-06
_D:	0	0	512	"I_J"	""	2	50	2.29009	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.000750276	0.00103256	0.000148987	0.0136352	0	0.000971179	0.906921	0.863635	0	0	0	0.859139	0.000376554	0	0.821767	0	0	0.283296	0.592279	0.969174	4.64809e-05	0	0	0	0.123336	0	0.305364	0
_D:	0	0	513	"J_K"	""	2	50	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.787948	0.00045535	0.767307	0.791973	0.350159	0	1.25083e-10	0.703621	0.00521303	0	0	0	0	1.10147e-05	0	0	0.000474521	0	0.311077	0.0601156	0.391251	0.275394	0	0.282185	0.878571	4.49484e-05
_D:	0	0	514	"K_L"	""	2	50	0.515385	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.539302	0.424392	6.03811e-06	0	0.8689	3.81551e-06	0	0	0	0.742805	0	0	0.192316	0	0.000503747	0.823615	0.239963	0.00918523	0.160961	0	0.01242	0.0113431	0.00598864	0	0.174529	0.717903	0.0010243	0.896096
_D:	0	0	515	"L_D"	""	2	50	2.44384	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.0119403	0.873667	0	0.622596	0.0151001	0	0.000294154	0.000183747	0.475427	0	0.82129	0	0.0142479	0	0.107839	0.0381755	0.773335	0.00195899	0	0.000223932	0	0.219946	0.919913	0	0	0	0	8.31908e-05
_D:	0	0	516	"D_E"	""	2	50	0.506664	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0.0203218	2.6138e-10	0.691373	0	0	0.766644	0	0.705033	0	0	0	0	0.880011	0	0	0.507653	1.13982e-05	0.000464126	0.144137	0.00669954	0.891561	8.66635e-08	0	0.210481	0.0106556	0.711803	0.175191	0.000508767
_D:	0	0	517	"E_F"	""	2	50	1.12277	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.78381	0	0	0.811491	0	0.631551	0	0	0.769193	0.000463209	0.799013	1.76181e-06	0	0	0.000380445	1.02733e-05	0.0271576	0	0.0232387	0	0.00169946	0.924845	0.836867	0.00592533	0.649942	0.0776347	1.27519e-06	0
_D:	0	0	518	"F_A"	""	2	50	0.901055	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.00152146	0.893043	0	0.317532	8.15196e-06	0.593868	1.54124e-05	0	0	0.0689351	0.846907	0	0.00254805	0.635377	0.0124554	0.00557632	0.879646	0	0	0	0.000686217	0.000177921	0.949239	0	1.26114e-05	0	2.01584e-05	0
_D:	0	0	519	"A_B"	""	2	50	0.791485	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.804477	0	0	0.000192236	0	0	0	0.86029	2.78778e-05	0	0.72866	0.764297	0.567245	0.0694027	0	0.889654	0.789058	0.000917827	0.000219396	3.50796e-05	0.380732	0.0523442	0.3002	0	0.139488	0	0.000793073
_D:	0	0	520	"B_C"	""	2	50	0.587339	0	0	0.95	0	0	0	0	0	0	0	0	0	0	4.12072e-06	0	0.670128	0.852343	0.453204	0	0.0853529	0	0	0	0.624635	0.750774	0	0	0	0.114645	0	0.0130173	0.890171	0	0.160531	0.0896371	0.76638	0.04271	0	0.000137962	0.341838	0.00404947
_D:	0	0	521	"C_G"	""	2	50	0.608386	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.00988763	0.896328	0	0.24896	0	0	0.037853	0.00892025	0.434203	0.662702	0.848424	0	0.0367532	0	0.00127085	0	0.779991	0	0	0	0.000520449	2.91006e-07	0.936924	0	0	0	0.0022515	0.489598
_D:	0	0	522	"G_H"	""	2	50	0.815513	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.60354	0	0	0	0.664909	0.691702	0.740494	0.0209344	3.75505e-05	6.70969e-06	0.104522	0	0.904503	0	0.0786743	0.0637409	0.000134523	0.903057	0.0826717	0.151555	0	0.848591	0	0	0.0262576	0
_D:	0	0	523	"H_I"	""	2	50	0.61073	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.727804	5.48603e-05	0	5.28779e-05	0.00152893	0	5.74745e-05	0.812797	0	0	0.895724	0.0104394	0.00125625	0.848368	0	0	0.081124	0	0	0.492461	0.0601329	0.000711477	0.781492	1.82341e-07	0.93877	0.0352	0	2.29997e-06
_D:	0	0	524	"I_D"	""	2	50	2.76225	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.835372	0.0811076	0.00254835	0	0.600027	0.109582	0.00374251	0.00972804	0	0	0	0.840187	0.851931	0	0	0	0	0.751812	0.602328	0	0.000837038	1.52767e-05	0	0	2.39948e-07	0.913361	0	0
_D:	0	0	525	"D_E"	""	2	50	1.06146	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	6.53856e-10	0.0740677	0	0	0.281347	0.573675	0.920645	0	7.41636e-05	0	0	0.329745	0	0.58149	0.73312	9.22176e-05	0.00185025	0.00625828	0.878092	0.832361	2.91353e-06	0	0.00130973	0.103162	0.000314521	0.00239685	0.538901
_D:	0	0	526	"E_F"	""	2	50	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.81397	0	0	0.802444	0	0.670512	0	0	0.873784	0.00104531	0.000434618	4.57442e-05	0	0	0.000390005	0.00989424	0.448855	0	0.0634601	0	0.00784864	0.937423	0.0626848	0.0884211	0.133563	0.340946	0	0
_D:	0	0	527	"F_A"	""	2	50	1.51556	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.000826691	0.897154	0	0.0676778	9.36185e-06	0.200886	5.64377e-05	0	0.388086	0.0389792	0.78114	0	0.00121619	0.832155	0.00352303	0.447863	0.924085	0	0	0	0	0	0.904321	0.0204564	0.571745	0	0	0.608994
_D:	0	0	528	"A_B"	""	2	50	0.913821	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.00291314	0	0	0	0	0.807558	0.798796	0.0698425	0.0123868	0	0.797343	0.345894	0	0.892877	0	6.32968e-07	0.733805	0.31351	0.95594	0.139997	0.00155894	0	0.0621554	0	0.00863353	0	0
_D:	0	0	529	"B_C"	""	2	50	0.496507	0	0	0.95	0	0	0	0	0	0	0	0	0	0	7.34499e-07	0	0.600737	0.85639	0.372893	0	0.0341522	0	0	0	0.521469	0.750773	0	0	0	0.409503	0	0.212005	0.892986	0	0.301949	0.123303	0.704632	0.0427098	0	3.35633e-05	0.015814	0.0728057
_D:	0	0	530	"C_A"	""	2	50	1.18639	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.0052442	0.902748	0	0.306572	0	0	0.0186285	0.00512983	0.4678	0.667334	0.877997	0	0.0153549	0	0.000988016	0	0.786093	0	0	0	0.000246023	5.77813e-05	0.948724	0	0	0	0.00140303	0.53508
_D:	0	0	531	"A_B"	""	2	50	0.851514	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.822538	0	0	0	0	0	0	0.898337	1.27244e-05	0	0.729611	0.467856	0.713226	0.0492207	1.78924e-05	0.922775	0.739558	0.00359134	0.000576139	4.60467e-05	0.43891	0.0124943	0.460709	0	0.00896032	0	0.0119613
_D:	0	0	532	"B_C"	""	2	50	0.256985	0	0	0.95	0	0	0	0	0	0	0	0	0	0	1.10913e-06	0	0.687615	0.827703	0.64247	0	0.415452	0	0	0	0.00282737	0.717332	0	0	0	0.147267	0	0.0160179	0.904159	0.22451	0.0930592	0.096668	0.345145	0.0559678	0	6.32256e-05	0.506936	0.0456928
_D:	0	0	533	"C_D"	""	2	50	2.92743	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.00553714	0.903826	0	0.142729	0	0	0.0200761	0.00601248	0.658014	0.619571	0.860756	0	0.0190314	0	0.000809266	0	0.849033	0	0	0	0	0.193435	0.937096	0	0	0	6.31409e-08	0.573086
_D:	0	0	534	"D_E"	""	2	50	0.815245	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0.08688	0	0	0.402747	0.636958	0.922071	0	0	0	0	0.355423	0	0.637731	0.371049	7.97881e-05	0.000158852	0.0309238	0.902909	0.840497	8.34425e-08	0	0.0106535	0.222175	9.64578e-05	0.0274319	0.00806173
_D:	0	0	535	"E_F"	""	2	50	0.345654	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.78952	0	0	0.806429	0	0.65683	0	0	0.884576	0.000239788	0	3.99352e-05	0	7.64456e-05	0.000434617	0.0551578	0.587923	0	0.0892285	0	0.0144214	0.937057	0.00259368	0.0492538	0.115799	0.263122	0	0
_D:	0	0	536	"F_J"	""	2	50	2.97553	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.000407543	0.850093	0	0.000634377	5.87136e-06	0.0317842	5.17646e-05	0	0.822868	0.00658653	0.00862685	0	0.00044398	0.909245	0.00148444	0.768868	0.945069	0	0	0	0	0	0.0619304	0.653662	0.39023	0	0	0.80938
_D:	0	0	537	"J_K"	""	2	50	0.88911	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.0917506	2.28671e-05	0.390239	0.0994503	0.921952	0.630394	0	0.809239	0	5.89118e-05	0	0	0.610997	3.04996e-06	0	0	0.0366282	0.942926	0.00372568	0.0100198	3.38256e-06	0.000518862	0	0.0143724	0.851339	0.338796
_D:	0	0	538	"K_L"	""	2	50	0.641198	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.649526	0.0908937	1.03418e-05	0	0.883573	4.2516e-06	0	0	0	0.724297	0	0	0.384699	0	0.00226041	0.811554	0.000311854	0.000624853	0.318232	0	0.00248579	0.0166	0	0	0.321335	0.800748	5.6239e-05	0.889198
_D:	0	0	539	"L_A"	""	2	50	2.33217	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.000166748	0.000359527	0	0.136402	0.000215175	0	0.923331	0.901439	0.000227648	4.16575e-05	0	0	0.000100855	0	0.899042	3.50615e-05	0	0	0.00773227	0.97315	0.000242369	0	0	0	0.306227	0	0.620606	0
