_H:	|batch	|epoch	|trial	$trial_name	$group_name	|phase_no	%minus_cycles	%sse	%ext_rew	%Input_act_m[2:0,0]<2:3,4>	%Input_act_m[2:1,0]	%Input_act_m[2:2,0]	%Input_act_m[2:0,1]	%Input_act_m[2:1,1]	%Input_act_m[2:2,1]	%Input_act_m[2:0,2]	%Input_act_m[2:1,2]	%Input_act_m[2:2,2]	%Input_act_m[2:0,3]	%Input_act_m[2:1,3]	%Input_act_m[2:2,3]	%Hidden_act_m[2:0,0]<2:4,4>	%Hidden_act_m[2:1,0]	%Hidden_act_m[2:2,0]	%Hidden_act_m[2:3,0]	%Hidden_act_m[2:0,1]	%Hidden_act_m[2:1,1]	%Hidden_act_m[2:2,1]	%Hidden_act_m[2:3,1]	%Hidden_act_m[2:0,2]	%Hidden_act_m[2:1,2]	%Hidden_act_m[2:2,2]	%Hidden_act_m[2:3,2]	%Hidden_act_m[2:0,3]	%Hidden_act_m[2:1,3]	%Hidden_act_m[2:2,3]	%Hidden_act_m[2:3,3]	%Output_act_m[2:0,0]<2:3,4>	%Output_act_m[2:1,0]	%Output_act_m[2:2,0]	%Output_act_m[2:0,1]	%Output_act_m[2:1,1]	%Output_act_m[2:2,1]	%Output_act_m[2:0,2]	%Output_act_m[2:1,2]	%Output_act_m[2:2,2]	%Output_act_m[2:0,3]	%Output_act_m[2:1,3]	%Output_act_m[2:2,3]
_D:	0	0	393	"A_B"	""	2	50	1.15687	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.782024	3.74384e-06	0	0	0	0	0	0.836876	0.000171449	0	0.727284	0.555303	0.516777	0.388906	0	0.871957	0.828045	0.0847816	0.00130463	2.85345e-05	0.119803	0.00110175	0.629732	0	0.0310609	0	0.040425
_D:	0	0	394	"B_C"	""	2	50	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0.000487879	0	0.711697	0.778592	0.603293	0	0.0461232	0	0	0	0	0.771859	0	0	0	0.650021	0.326244	0.483738	0.902034	0	0.230422	0.0539562	0.00102427	0.272588	0	0	0.0373713	0.0333626
_D:	0	0	395	"C_J"	""	2	50	3.33888	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.00155017	0.821067	0	0	0	0	0.818356	0.629158	0.537431	0.694919	0.666459	0	0.0120739	0	0.00312613	0	0.786889	0	0	0.867566	9.84102e-06	0.0842797	0.770561	0	0	0	0.0457337	0.610944
_D:	0	0	396	"J_K"	""	2	50	1.15227	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.487002	0.0705428	0.592319	0.0712353	0.912795	0.375371	1.12538e-06	0.751094	0	0.373055	0	0	0.00336197	2.52222e-05	0.00964788	0	0.580204	0.903124	0.00280172	0.00306093	6.82876e-06	0.00340468	0	0.00245103	0.866156	0.00148141
_D:	0	0	397	"K_L"	""	2	50	0.396195	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.00130843	0.638306	0.000624173	0	0.798035	4.57162e-05	0	0	0	0.78871	0	0	0	0.0009813	0.00134031	0.846709	0.62944	0.0185986	0.3979	0	0.0114666	9.94039e-05	0	0	0.0720039	0	0.0323703	0.893383
_D:	0	0	398	"L_A"	""	2	50	1.60676	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.0748274	0.595029	0	0.609832	0.0754397	0	0.537312	0.364708	0.0780213	0	0.246053	0	0.00980034	0	0.810718	0.0454603	0.242552	0.218993	0.00470797	0.773997	0	6.62349e-07	0.658756	4.43041e-05	0	3.5231e-06	0	0
_D:	0	0	399	"A_B"	""	2	50	0.934091	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.802881	0	0	1.58386e-05	0	0	0	0.732261	8.58568e-05	0	0.779818	0.838969	0.0215136	0.272557	0	0.821883	0.860108	0.154075	0.023266	0.000167033	8.07447e-05	0.000419168	0.0469363	0	0.508527	0	2.93919e-06
_D:	0	0	400	"B_C"	""	2	50	0.479025	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0.00608086	0	0.761241	0.767992	0.721469	0	0.54805	0	0	0	0	0.641933	0	0	0	0.0822567	0.0815747	0.067198	0.902992	0.242121	0.0761072	0.0697561	0.000319842	0.277499	0	0	0.692117	0.00988099
_D:	0	0	401	"C_G"	""	2	50	2.7946	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.866958	0.806367	0	0	0.169725	0	0.0167373	3.60391e-08	0.667801	0.0360983	0	0	0.823114	0	0	0	0.711988	0.129619	7.64144e-05	0	0.0584246	0.659961	0	0	0.0303408	0.923107	0	0
_D:	0	0	402	"G_H"	""	2	50	0.282491	0	0	0	0	0	0	0	0.95	0	0	0	0	0	8.72154e-08	0	0.806048	0	0	0	0	0	0.887143	6.35578e-05	0.0603148	0.0118128	0.557503	1.17742e-06	0.820156	0	0.531499	0.473441	0.0504837	0.0163527	0.0120522	0.329582	0	0.87433	0	0	0.00127373	0
_D:	0	0	403	"H_I"	""	2	50	0.758023	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.898247	0	0	0.000129844	0.00462062	0	7.10969e-07	0.543013	0	0	0.831703	0.000352453	0.129895	0.846027	0	0	0.0547489	0	0.000417665	0.0533002	0.100111	0.00012934	0.627964	0.000291108	0.935553	0.603062	0	3.14218e-05
_D:	0	0	404	"I_D"	""	2	50	2.37742	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.815128	0.121438	0.000963965	1.14919e-06	1.26876e-05	0.561482	7.90739e-05	0.00154304	0	0	0	0.870472	0.830167	0	0	7.40992e-07	0	0.77206	0.470104	0	0.0101959	0.379922	0	0	4.55632e-08	0.883935	0	0
_D:	0	0	405	"D_E"	""	2	50	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.0346547	0.714481	0	0	0.59839	0	0.873575	4.33801e-05	0	0	0	0.481093	0	0	0.69323	0.264228	4.17119e-05	0.407946	0.414141	0.845564	0	0	0.201162	0.108576	8.54898e-07	0.0820507	0.00132818
_D:	0	0	406	"E_F"	""	2	50	0.732303	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.840439	0	0	0.773749	0	0.769067	0	0	0.866048	8.27811e-07	1.13856e-08	0.00123336	0	0	0.000845753	0.0304976	0.66157	0	0.0484225	0	9.22206e-05	0.933721	0	0.00399551	0.104543	0.542796	0	0
_D:	0	0	407	"F_J"	""	2	50	3.63231	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.00021425	0.868906	0	0.00656029	0	0.215428	0	0	0.177218	0.0931489	0.847215	0	0.000253081	0.857956	0.00123389	0.682204	0.894062	0	0	0	0	0	0.892813	0.0143705	0.681821	0	0	0.755621
_D:	0	0	408	"J_K"	""	2	50	0.813252	0	0	0	0	0	0	0	0	0	0	0.95	0	0	3.81898e-05	0	0.152706	5.25242e-06	0.657217	0.371646	0.909424	0.435308	2.03031e-11	0.775718	0	0.0231961	6.60523e-07	0	0.0385915	2.04227e-05	0.000177906	0	0.0208271	0.901805	0.00300452	0.0336056	0.00037783	0.00173143	0	0.0673908	0.877776	0.265386
_D:	0	0	409	"K_L"	""	2	50	0.303818	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.000741168	0.578934	0.000347197	4.42967e-07	0.809028	2.90187e-05	4.89551e-07	0	0	0.795586	0	0	0	0.000103144	0.00164338	0.850298	0.551197	0.0221667	0.423698	0	0.0217198	0.000245511	0.00038013	0	0.0765156	1.39605e-06	0.0360568	0.894962
_D:	0	0	410	"L_J"	""	2	50	3.15491	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.0245046	0.851477	0	0.622361	0.0260246	2.10482e-06	0	0	0.838792	0	0.645866	0	0.000575534	0.00104486	0.087795	0.582966	0.841903	0.0301803	0	1.52148e-07	0	0.671562	0.759386	0.0874727	0	0	0	0.646873
_D:	0	0	411	"J_K"	""	2	50	1.21883	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0.765732	0	0.578668	7.10791e-08	0.866305	0.676936	0.347967	0	0	0.0120358	0	0	0.714696	0	0	1.2644e-05	0.000158789	0	0.574742	0	0.130265	0.0134511	0.000199852	0.0116759	0.0109093	0.942604	0.815745	2.28666e-05
_D:	0	0	412	"K_L"	""	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.00182245	0.461355	0.000346589	0	0.824585	2.81529e-05	7.11532e-05	0	0	0.814438	0	0	0	3.32556e-07	0.00376531	0.844339	0.393271	0.034697	0.399248	0	0.0258498	0.000338936	2.42208e-05	0	0.0994038	0.00195481	0.0662684	0.897581
_D:	0	0	413	"L_D"	""	2	50	2.43173	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.902082	0.236339	0	0.000819913	0.844043	0	0	0	0.000503641	0	0	0	0.848705	0.0245815	0.0680436	0.00122512	0	0.0816511	0.366541	0	1.3103e-06	0	0	0	0.726895	0.950447	1.04208e-05	0
_D:	0	0	414	"D_E"	""	2	50	0.82059	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	1.88238e-06	0.0250407	0	0	0.570689	0.600767	0.89906	0	0	0	0	0.784609	0	0.604814	0.176928	8.31936e-05	0.190733	0.000189957	0.905864	0.801917	0	0	5.02084e-07	0.020013	0.376748	0.0149017	0.000605514
_D:	0	0	415	"E_F"	""	2	50	0.764845	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.87405	0	0	0.75926	0	0.778174	0	0	0.849133	7.13935e-07	8.17436e-09	0.000197004	0	0	0.000817151	0.00140552	0.521277	0	0.0628667	0	0.000347328	0.933824	0	0.00440038	0.0926768	0.702221	0	0
_D:	0	0	416	"F_J"	""	2	50	0.680506	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.883665	0.0597033	0	0.000454576	0.629665	0.477332	0	0	0	0.000248442	0	0	0.760718	0.756935	0.00351267	0.00292039	0.0775808	1.79846e-06	6.03788e-07	0	0.0643334	0.351606	0	1.08116e-06	0.824928	0.941738	0	0
_D:	0	0	417	"J_K"	""	2	50	0.85811	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.260544	0.000775514	0.469985	0.0957919	0.914908	0.554915	0	0.772735	0	0.0454119	0	0	0.411829	5.82887e-06	0.000242899	0	0.104313	0.926342	0.0067322	0.00162249	0.000400595	0.0163101	0	0.00419378	0.879784	0.257381
_D:	0	0	418	"K_L"	""	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	4.69231e-05	0.54167	0.000356295	0	0.812639	2.23348e-05	8.54689e-05	0	0	0.811909	0	0	0	0	0.00301384	0.842817	0.482112	0.0970071	0.31853	0	0.0633248	0.00063339	0.000462468	0	0.068991	0.00328283	0.0872162	0.900117
_D:	0	0	419	"L_G"	""	2	50	1.51462	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.0482124	0.0686779	0	0.412536	0.0557688	0	0.756781	0.678722	0.0554879	0	0	0	0.0170665	0	0.833008	0.0266132	0.000100895	0.0217938	0.000228185	0.883137	0	0.00106969	0.14286	0.313461	0	0	0.000538348	1.25133e-06
_D:	0	0	420	"G_H"	""	2	50	1.15027	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.673084	0	0	0	0.715462	0.761941	0.620249	0.00647297	0.000580975	0.00411571	0.07763	0	0.900317	0	0.00509919	0.0428611	0.000342062	0.920721	0.114565	0.0208061	0	0.829268	0	0	0.550034	0
_D:	0	0	421	"H_I"	""	2	50	1.07231	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.911889	0	0	0.000134285	0.192924	0	1.51774e-06	0.610339	0	0	0.510918	5.92024e-07	0.698671	0.82563	0	0	1.72372e-05	0	0.00619855	0.0191191	0.528219	4.01915e-05	0.000169022	8.52241e-05	0.928318	0.89067	0	9.21287e-07
_D:	0	0	422	"I_G"	""	2	50	2.49223	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.0624793	0.0327881	0.00652512	8.22106e-06	0	0.0968881	0.762717	0.742129	0	0	0	0.864433	0.162906	0	0.517184	0	0	0.686429	0.550892	0.847092	0.0334964	0	0	0	0.000880618	0	0	0
_D:	0	0	423	"G_H"	""	2	50	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	4.47886e-05	0	0.807134	0	0	0	0	0.000266322	0.88168	0.00707667	0.0142484	0.000111081	0.528728	0	0.826616	0	0.396382	0.248979	0.0420109	0.0413731	0.0588135	0.437336	0	0.884736	0	0	0.0598703	0
_D:	0	0	424	"H_I"	""	2	50	1.35354	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.468211	0	0	8.3251e-05	1.59542e-07	0	0.672774	0.846275	0	0	0.893988	0.166297	0.000103362	0.802065	0	0	0.00102735	0	2.79248e-06	0.861174	0.0178721	1.80966e-05	0.782255	2.80534e-05	0.932638	0.0257698	1.67715e-06	0.000368902
_D:	0	0	425	"I_J"	""	2	50	2.81066	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.0164055	0.821639	0.0436969	0.0011388	0	0.655555	0.00612178	0.0269857	0	0	0.789159	0.854912	0.0412299	0	8.7997e-07	0	0.683774	0.718477	0.00155553	0	0	0	0.909344	0	0	0	0	0
_D:	0	0	426	"J_K"	""	2	50	0.869385	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0.722707	0	0.603794	5.50916e-08	0.863578	0.726957	0.293523	0	0	0.0457463	0	0	0.685706	0	0	8.28704e-06	0.00032345	0	0.441422	0	0.178142	0.0367644	0.00349432	0.0607175	2.33985e-05	0.932408	0.833539	0.000145095
_D:	0	0	427	"K_L"	""	2	50	0.295073	0	0	0	0	0	0	0	0	0	0	0	0.95	0	1.76291e-05	0.638174	0.000459237	0	0.798515	9.49363e-05	7.23776e-05	0	0	0.822322	0	0	0	0	0.00181235	0.831777	0.543207	0.0264635	0.14752	0	0.0284869	0.000820909	0.377859	0	0.0453987	0.00348926	0.0803001	0.900371
_D:	0	0	428	"L_J"	""	2	50	2.22055	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.00574687	0.845063	0	0.644557	0.0098926	0	0.0335177	7.82873e-05	0.017363	0	0.875748	0	0.00210844	0	0.681844	0.0058081	0.57788	0.0149987	0.000132273	0.42832	0	0	0.941594	0	0	0	0	6.91236e-06
_D:	0	0	429	"J_K"	""	2	50	1.3755	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0.497551	0	0.0630013	1.17502e-08	0.831878	0.596069	0.879304	0	0	0.572247	0	1.61183e-05	0.357192	0	0	3.53551e-06	0.000117395	0	0.00095781	0.782229	0.00268085	0.0576088	0.00176019	0.00480488	0	0.873853	0.85854	0.0040305
_D:	0	0	430	"K_L"	""	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.0293505	0.447461	1.61054e-05	0	0.846476	5.14482e-05	8.84227e-06	0	0	0.813057	0	0	2.97106e-07	0	0.00160095	0.835317	0.316733	0.042528	0.258479	0	0.0389293	0.0013964	0.00774502	0	0.0778306	0.194614	0.0846634	0.903125
_D:	0	0	431	"L_J"	""	2	50	0.505915	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.909615	0.165132	0	0.000334677	0.859963	0	0	0	6.70589e-05	0	3.61135e-07	0	0.866866	0.228009	0.0267303	0.000726861	0	0.0188682	0.403908	0	0.000122722	3.1316e-06	0	0	0.711277	0.957245	0	6.22083e-06
_D:	0	0	432	"J_K"	""	2	50	0.752367	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.570595	5.45178e-05	0.574087	0.380598	0.906644	0.011325	2.70165e-09	0.788134	0	0.00373775	0	0	0.00146428	3.94268e-06	0.00340122	0	0.169046	0.867391	0.00800839	0.00741651	0.00787136	0.067177	0	0.0114404	0.895909	0.0557433
_D:	0	0	433	"K_L"	""	2	50	0.289436	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.00068942	0.622461	2.13456e-05	0	0.824759	8.71439e-05	4.351e-07	0	0	0.807961	0	0	0	0	0.000556515	0.834416	0.537992	0.0523564	0.131558	0	0.0307987	0.00136126	0.296031	0	0.0176548	0.131877	0.065849	0.904137
_D:	0	0	434	"L_G"	""	2	50	2.39696	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.909241	0.185136	0	0.000294241	0.858431	0	0	0	6.36002e-05	0	9.16975e-08	0	0.868259	0.217425	0.0177676	0.000487119	0	0.021242	0.389423	0	0.000203116	2.45595e-06	0	0	0.692522	0.957794	0	2.07579e-05
_D:	0	0	435	"G_H"	""	2	50	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0.000302827	0	0.838737	0	0	0	0	0	0.880896	0.00766454	0.0759185	0	0.379896	0	0.808397	0	0.45552	0.0668926	0.0562278	0.0348885	0.0522183	0.418549	0	0.887065	0	0	0.202736	0
_D:	0	0	436	"H_I"	""	2	50	1.21747	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.9077	0	0	7.59988e-05	0.0794283	0	8.07404e-08	0.225584	0	0	0.850678	1.0532e-05	0.614675	0.809237	0	0	0.000154008	0	0.000324784	0.00281657	0.0980286	4.23535e-05	0.670087	0.000176093	0.92375	0.876617	0	1.73336e-06
_D:	0	0	437	"I_G"	""	2	50	2.3431	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.859704	0.0738401	0.000578823	0	0.312762	0.550151	0.000845102	0.00276796	0	0	0	0.848833	0.859309	0	0	0	0	0.698645	0.351404	0	0.018917	0.48371	0	0	0	0.92466	0	0
_D:	0	0	438	"G_H"	""	2	50	0.25465	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0.000563698	0	0.852858	0	0	0	0	1.1306e-07	0.884534	0.0288629	0.08054	0	0.29198	0	0.80805	0	0.504629	0.0446383	0.0558672	0.0415504	0.0270309	0.40975	0	0.890198	0	0	0.209814	0
_D:	0	0	439	"H_I"	""	2	50	1.30411	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.482073	0	0	8.54349e-05	8.67335e-09	0	0.512815	0.835809	0	0	0.906867	0.252041	2.21579e-05	0.803123	0	0	0.00125935	0	1.4806e-07	0.787645	0.0373213	2.57637e-05	0.826874	2.76439e-05	0.93475	0.0195487	0	0.000766837
_D:	0	0	440	"I_J"	""	2	50	2.89455	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.00617251	0.870898	0.0427848	0.0171253	0	0.677737	0.00127439	0.00441147	0	0	0.86904	0.848427	0.00428156	0	0	0	0.768559	0.639777	2.81733e-07	0	0	0	0.945806	0	0	0	8.68312e-05	0
_D:	0	0	441	"J_K"	""	2	50	0.288912	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0.00472916	0	0.768209	3.05452e-08	0.826152	0.754189	0.564583	0	0	0.556516	0	0	0.00117524	0	0	4.44177e-06	0.0328182	0	0.0507045	0.0721871	0.0714578	0.00944555	0.0867045	0.380775	0	0.537505	0.899739	0.00821208
_D:	0	0	442	"K_L"	""	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	3.84499e-05	0.659161	9.87183e-06	0	0.795971	0.000138708	0	0	0	0.821928	0	0	0	0	0.000542988	0.833282	0.498981	0.048209	0.0718042	0	0.0468465	0.00198198	0.470892	0	0.0116479	0.0814571	0.0703815	0.904342
_D:	0	0	443	"L_A"	""	2	50	0.916966	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.00198478	0.894654	0	0.720297	0.0026375	0.00504634	0	0	0.3074	0	0.909709	0	0.000955925	0	0.0959782	0.00625667	0.743386	0.00559247	0.219702	3.3572e-06	2.77435e-07	0	0.957584	0	0	0	0.000130811	0.0353938
_D:	0	0	444	"A_B"	""	2	50	1.37691	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0.00438169	0.0291968	0	0	0.529887	0	0.350965	0.386221	0.0138225	0.000138921	0	0.831294	0.899517	0	0.820131	0	0	0.785537	0.271	0.764754	0.00146133	0	0	0.00736632	0	0.889979	0	0
_D:	0	0	445	"B_C"	""	2	50	0.711572	0	0	0.95	0	0	0	0	0	0	0	0	0	0	8.42655e-05	0	0.227692	0.81903	0.663961	0	0.0222693	0	0	0	0.458147	0.730862	0	0	0	0.762633	3.98798e-05	0.415606	0.883409	0	0.0905346	0.0730022	0.546076	0.0050265	0	1.49995e-07	0.00572465	0.642941
_D:	0	0	446	"C_G"	""	2	50	1.23336	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.00323374	0.90767	0	0.00849236	0	0	0.0188357	3.7678e-06	0.708955	0.719688	0.888308	0	0.0147094	0	0	0	0.836556	0	0	0	0.000272466	4.05395e-05	0.944458	0	0	6.26632e-05	0.00236797	0.730435
_D:	0	0	447	"G_H"	""	2	50	0.357642	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0.000100711	0	0.854107	0	0	0	0	0	0.892596	0.000591735	0.0308763	0	0.310518	0.00139643	0.795487	0	0.598032	0.0522872	0.0887447	0.00577867	0.0244327	0.405237	0	0.890466	0	0	0.146507	0
_D:	0	0	448	"H_I"	""	2	50	0.661771	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.865918	5.70914e-06	0	6.28831e-05	0.000949549	0	1.14599e-08	0.541069	0	0	0.899796	0.00273762	0.0256455	0.822264	0	0	0.0202482	0	7.20601e-07	0.034717	0.0322475	6.90393e-05	0.813493	7.44492e-05	0.937709	0.180621	0	0.000126572
_D:	0	0	449	"I_A"	""	2	50	2.6342	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.864868	0.0319848	0.000137445	0	0.569996	0.2948	0.000244351	0.000682075	0	0	0	0.841407	0.866226	0	0	0	0	0.665571	0.554051	0	0.0203276	0.250434	0	0	0.00114673	0.94034	0	0
_D:	0	0	450	"A_B"	""	2	50	0.550791	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.540192	0	0	0.229671	0	0	0	0.673118	0.000173887	0	0.726788	0.878886	0.00164858	0.551781	0	0.448121	0.823462	0.00506589	0.0685452	4.42521e-05	1.00845e-06	0	0.342413	0	0.742153	0	2.98665e-05
_D:	0	0	451	"B_C"	""	2	50	1.04735	0	0	0.95	0	0	0	0	0	0	0	0	0	0	1.84708e-05	0	0.711046	0.80465	0.529268	0	0.5466	0	0	0	0.599293	0.69494	0	0	0	0.0303285	0.000781946	4.36035e-06	0.88682	0.361647	0.0326805	0.0391839	0.703716	0.0438825	0	0	0.743055	0.000757878
_D:	0	0	452	"C_D"	""	2	50	3.12607	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.00210377	0.912229	0	0.0759141	0	0	0.0120565	6.29108e-06	0.683962	0.708879	0.895416	0	0.0106492	0	1.3717e-08	0	0.845604	0	0	0	3.28994e-07	4.00364e-06	0.948498	0	0	0	0.00155515	0.715103
_D:	0	0	453	"D_E"	""	2	50	0.293394	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.0171642	0.750115	0	0	0.768786	0.000451644	0.877531	1.14563e-06	0	0	0	0.428099	0	2.11817e-05	0.465516	0.19597	3.32831e-08	0.05363	0.358262	0.844455	0	0	0.196586	0.0912655	1.43729e-07	0.541659	0.00160045
_D:	0	0	454	"E_F"	""	2	50	0.736772	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.86462	0	0	0.769	0	0.758571	0	0	0.853186	1.86259e-06	1.17044e-07	0.000491648	0	0	0.000686313	0.00784233	0.564076	0	0.0417316	0	0.000122012	0.933143	0.0010102	0.0162552	0.0392412	0.646986	0	0
_D:	0	0	455	"F_J"	""	2	50	0.539052	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.894721	0.0119054	0	0.000417622	0.708045	0.602047	0	0	0	0.00020834	0	0	0.82793	0.581918	0.00267545	0.0021712	6.81888e-09	0	0	0	0.157239	0.490076	0	0	0.734202	0.950253	0.000114188	0
_D:	0	0	456	"J_K"	""	2	50	0.828517	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.369296	0.000407541	0.493649	0.220302	0.915763	0.522149	5.75138e-10	0.800285	0	0.0104079	0	0	0.187211	4.87837e-06	0.000905157	0	0.0910139	0.910229	0.00353427	0.01185	0.00141523	0.00859227	0	0.0018533	0.889069	0.225592
_D:	0	0	457	"K_L"	""	2	50	0.348042	0	0	0	0	0	0	0	0	0	0	0	0.95	0	8.78516e-06	0.621732	0.000162266	0	0.796992	1.66158e-05	8.58525e-07	0	0	0.811849	0	0	0	0	0.000859964	0.846146	0.589951	0.0372341	0.202848	0	0.0612707	0.00252692	0.20675	0	0.018396	0.0372079	0.0951479	0.904711
_D:	0	0	458	"L_J"	""	2	50	3.30362	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.00394816	0.891695	0	0.652461	0.00515565	0.000506831	0	0	0.788104	0	0.876049	0	0.00135993	0.000276221	0.0189434	0.472591	0.842957	1.23841e-06	0	0	0	0.545815	0.935688	9.34348e-08	0	0	0	0.647776
_D:	0	0	459	"J_K"	""	2	50	0.690226	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0.0240874	0	0.297486	1.01717e-08	0.788435	0.596555	0.891163	0	0	0.718141	0	1.6423e-05	0.00552025	0	0	3.92321e-06	0.00177079	0	0.0376327	0.830798	0.00252077	0.000875344	0.000946105	0.009858	0	0.368856	0.890355	0.0109691
_D:	0	0	460	"K_L"	""	2	50	0.317457	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.397598	0.3824	3.27267e-06	0	0.85938	2.70365e-05	0	0	0	0.780735	0	0	0.00461706	0	0.000571109	0.836307	0.195759	0.0265966	0.257662	0	0.031258	0.00169718	4.61603e-05	0	0.032317	0.563433	0.0810767	0.90258
_D:	0	0	461	"L_A"	""	2	50	2.37923	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.90949	0.139132	0	0.00014208	0.86751	0	0	0	0.000155715	0	0	0	0.873976	0.21569	0.00547488	0.000938339	0	0.00292	0.366093	0	0.00156139	0	0	0	0.67662	0.959903	0	2.58669e-05
_D:	0	0	462	"A_B"	""	2	50	0.849657	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.00942339	0	0	0.00742282	0	0.672559	0.714545	0.0583346	0.000178301	0	0.800935	0.805134	0	0.858767	0	8.81815e-05	0.809694	0.180273	0.921768	0.323191	0	0	0.0425971	0	0.230942	0	0
_D:	0	0	463	"B_C"	""	2	50	0.750362	0	0	0.95	0	0	0	0	0	0	0	0	0	0	1.03953e-05	0	0.212201	0.803385	0.726862	0	0.0354401	0	0	0	9.0463e-05	0.755501	0	0	0	0.806033	0.00570285	0.533234	0.888912	0	0.062109	0.0666231	0.0759852	0.00863225	0	3.34747e-07	0.00274678	0.682659
_D:	0	0	464	"C_D"	""	2	50	1.23447	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.00545131	0.818585	0	0.00146032	0	0	0.827517	0.66918	0.0142364	0.64248	0.823432	0	0.0213517	0	0.431479	0	0.24181	0	0	0.884441	7.8297e-08	0	0.910926	0	0	0	0.636146	0.229883
_D:	0	0	465	"D_E"	""	2	50	0.384816	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.000461052	0.527589	0	0	0.642733	0.206728	0.903369	0	0	0	0	0.500215	0	0.0264603	0.583626	0.0714386	3.12163e-06	0.101215	0.620336	0.85302	0	0	0.0328475	0.235718	4.82296e-05	0.169442	0.0515643
_D:	0	0	466	"E_F"	""	2	50	0.801701	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.867813	0	0	0.759129	0	0.755064	0	0	0.85968	1.49465e-06	4.81423e-08	0.000306166	0	0	0.000865952	0.0077337	0.597603	0	0.0660593	0	6.44104e-05	0.932456	0.00010119	0.0119544	0.00853875	0.666762	0	0
