_H:	|batch	|epoch	|trial	$trial_name	$group_name	|phase_no	%minus_cycles	%sse	%ext_rew	%Input_act_m[2:0,0]<2:3,11>	%Input_act_m[2:1,0]	%Input_act_m[2:2,0]	%Input_act_m[2:0,1]	%Input_act_m[2:1,1]	%Input_act_m[2:2,1]	%Input_act_m[2:0,2]	%Input_act_m[2:1,2]	%Input_act_m[2:2,2]	%Input_act_m[2:0,3]	%Input_act_m[2:1,3]	%Input_act_m[2:2,3]	%Input_act_m[2:0,4]	%Input_act_m[2:1,4]	%Input_act_m[2:2,4]	%Input_act_m[2:0,5]	%Input_act_m[2:1,5]	%Input_act_m[2:2,5]	%Input_act_m[2:0,6]	%Input_act_m[2:1,6]	%Input_act_m[2:2,6]	%Input_act_m[2:0,7]	%Input_act_m[2:1,7]	%Input_act_m[2:2,7]	%Input_act_m[2:0,8]	%Input_act_m[2:1,8]	%Input_act_m[2:2,8]	%Input_act_m[2:0,9]	%Input_act_m[2:1,9]	%Input_act_m[2:2,9]	%Input_act_m[2:0,10]	%Input_act_m[2:1,10]	%Input_act_m[2:2,10]	%Hidden_act_m[2:0,0]<2:10,10>	%Hidden_act_m[2:1,0]	%Hidden_act_m[2:2,0]	%Hidden_act_m[2:3,0]	%Hidden_act_m[2:4,0]	%Hidden_act_m[2:5,0]	%Hidden_act_m[2:6,0]	%Hidden_act_m[2:7,0]	%Hidden_act_m[2:8,0]	%Hidden_act_m[2:9,0]	%Hidden_act_m[2:0,1]	%Hidden_act_m[2:1,1]	%Hidden_act_m[2:2,1]	%Hidden_act_m[2:3,1]	%Hidden_act_m[2:4,1]	%Hidden_act_m[2:5,1]	%Hidden_act_m[2:6,1]	%Hidden_act_m[2:7,1]	%Hidden_act_m[2:8,1]	%Hidden_act_m[2:9,1]	%Hidden_act_m[2:0,2]	%Hidden_act_m[2:1,2]	%Hidden_act_m[2:2,2]	%Hidden_act_m[2:3,2]	%Hidden_act_m[2:4,2]	%Hidden_act_m[2:5,2]	%Hidden_act_m[2:6,2]	%Hidden_act_m[2:7,2]	%Hidden_act_m[2:8,2]	%Hidden_act_m[2:9,2]	%Hidden_act_m[2:0,3]	%Hidden_act_m[2:1,3]	%Hidden_act_m[2:2,3]	%Hidden_act_m[2:3,3]	%Hidden_act_m[2:4,3]	%Hidden_act_m[2:5,3]	%Hidden_act_m[2:6,3]	%Hidden_act_m[2:7,3]	%Hidden_act_m[2:8,3]	%Hidden_act_m[2:9,3]	%Hidden_act_m[2:0,4]	%Hidden_act_m[2:1,4]	%Hidden_act_m[2:2,4]	%Hidden_act_m[2:3,4]	%Hidden_act_m[2:4,4]	%Hidden_act_m[2:5,4]	%Hidden_act_m[2:6,4]	%Hidden_act_m[2:7,4]	%Hidden_act_m[2:8,4]	%Hidden_act_m[2:9,4]	%Hidden_act_m[2:0,5]	%Hidden_act_m[2:1,5]	%Hidden_act_m[2:2,5]	%Hidden_act_m[2:3,5]	%Hidden_act_m[2:4,5]	%Hidden_act_m[2:5,5]	%Hidden_act_m[2:6,5]	%Hidden_act_m[2:7,5]	%Hidden_act_m[2:8,5]	%Hidden_act_m[2:9,5]	%Hidden_act_m[2:0,6]	%Hidden_act_m[2:1,6]	%Hidden_act_m[2:2,6]	%Hidden_act_m[2:3,6]	%Hidden_act_m[2:4,6]	%Hidden_act_m[2:5,6]	%Hidden_act_m[2:6,6]	%Hidden_act_m[2:7,6]	%Hidden_act_m[2:8,6]	%Hidden_act_m[2:9,6]	%Hidden_act_m[2:0,7]	%Hidden_act_m[2:1,7]	%Hidden_act_m[2:2,7]	%Hidden_act_m[2:3,7]	%Hidden_act_m[2:4,7]	%Hidden_act_m[2:5,7]	%Hidden_act_m[2:6,7]	%Hidden_act_m[2:7,7]	%Hidden_act_m[2:8,7]	%Hidden_act_m[2:9,7]	%Hidden_act_m[2:0,8]	%Hidden_act_m[2:1,8]	%Hidden_act_m[2:2,8]	%Hidden_act_m[2:3,8]	%Hidden_act_m[2:4,8]	%Hidden_act_m[2:5,8]	%Hidden_act_m[2:6,8]	%Hidden_act_m[2:7,8]	%Hidden_act_m[2:8,8]	%Hidden_act_m[2:9,8]	%Hidden_act_m[2:0,9]	%Hidden_act_m[2:1,9]	%Hidden_act_m[2:2,9]	%Hidden_act_m[2:3,9]	%Hidden_act_m[2:4,9]	%Hidden_act_m[2:5,9]	%Hidden_act_m[2:6,9]	%Hidden_act_m[2:7,9]	%Hidden_act_m[2:8,9]	%Hidden_act_m[2:9,9]	%Contex_act_m[2:0,0]<2:10,10>	%Contex_act_m[2:1,0]	%Contex_act_m[2:2,0]	%Contex_act_m[2:3,0]	%Contex_act_m[2:4,0]	%Contex_act_m[2:5,0]	%Contex_act_m[2:6,0]	%Contex_act_m[2:7,0]	%Contex_act_m[2:8,0]	%Contex_act_m[2:9,0]	%Contex_act_m[2:0,1]	%Contex_act_m[2:1,1]	%Contex_act_m[2:2,1]	%Contex_act_m[2:3,1]	%Contex_act_m[2:4,1]	%Contex_act_m[2:5,1]	%Contex_act_m[2:6,1]	%Contex_act_m[2:7,1]	%Contex_act_m[2:8,1]	%Contex_act_m[2:9,1]	%Contex_act_m[2:0,2]	%Contex_act_m[2:1,2]	%Contex_act_m[2:2,2]	%Contex_act_m[2:3,2]	%Contex_act_m[2:4,2]	%Contex_act_m[2:5,2]	%Contex_act_m[2:6,2]	%Contex_act_m[2:7,2]	%Contex_act_m[2:8,2]	%Contex_act_m[2:9,2]	%Contex_act_m[2:0,3]	%Contex_act_m[2:1,3]	%Contex_act_m[2:2,3]	%Contex_act_m[2:3,3]	%Contex_act_m[2:4,3]	%Contex_act_m[2:5,3]	%Contex_act_m[2:6,3]	%Contex_act_m[2:7,3]	%Contex_act_m[2:8,3]	%Contex_act_m[2:9,3]	%Contex_act_m[2:0,4]	%Contex_act_m[2:1,4]	%Contex_act_m[2:2,4]	%Contex_act_m[2:3,4]	%Contex_act_m[2:4,4]	%Contex_act_m[2:5,4]	%Contex_act_m[2:6,4]	%Contex_act_m[2:7,4]	%Contex_act_m[2:8,4]	%Contex_act_m[2:9,4]	%Contex_act_m[2:0,5]	%Contex_act_m[2:1,5]	%Contex_act_m[2:2,5]	%Contex_act_m[2:3,5]	%Contex_act_m[2:4,5]	%Contex_act_m[2:5,5]	%Contex_act_m[2:6,5]	%Contex_act_m[2:7,5]	%Contex_act_m[2:8,5]	%Contex_act_m[2:9,5]	%Contex_act_m[2:0,6]	%Contex_act_m[2:1,6]	%Contex_act_m[2:2,6]	%Contex_act_m[2:3,6]	%Contex_act_m[2:4,6]	%Contex_act_m[2:5,6]	%Contex_act_m[2:6,6]	%Contex_act_m[2:7,6]	%Contex_act_m[2:8,6]	%Contex_act_m[2:9,6]	%Contex_act_m[2:0,7]	%Contex_act_m[2:1,7]	%Contex_act_m[2:2,7]	%Contex_act_m[2:3,7]	%Contex_act_m[2:4,7]	%Contex_act_m[2:5,7]	%Contex_act_m[2:6,7]	%Contex_act_m[2:7,7]	%Contex_act_m[2:8,7]	%Contex_act_m[2:9,7]	%Contex_act_m[2:0,8]	%Contex_act_m[2:1,8]	%Contex_act_m[2:2,8]	%Contex_act_m[2:3,8]	%Contex_act_m[2:4,8]	%Contex_act_m[2:5,8]	%Contex_act_m[2:6,8]	%Contex_act_m[2:7,8]	%Contex_act_m[2:8,8]	%Contex_act_m[2:9,8]	%Contex_act_m[2:0,9]	%Contex_act_m[2:1,9]	%Contex_act_m[2:2,9]	%Contex_act_m[2:3,9]	%Contex_act_m[2:4,9]	%Contex_act_m[2:5,9]	%Contex_act_m[2:6,9]	%Contex_act_m[2:7,9]	%Contex_act_m[2:8,9]	%Contex_act_m[2:9,9]	%Output_act_m[2:0,0]<2:3,11>	%Output_act_m[2:1,0]	%Output_act_m[2:2,0]	%Output_act_m[2:0,1]	%Output_act_m[2:1,1]	%Output_act_m[2:2,1]	%Output_act_m[2:0,2]	%Output_act_m[2:1,2]	%Output_act_m[2:2,2]	%Output_act_m[2:0,3]	%Output_act_m[2:1,3]	%Output_act_m[2:2,3]	%Output_act_m[2:0,4]	%Output_act_m[2:1,4]	%Output_act_m[2:2,4]	%Output_act_m[2:0,5]	%Output_act_m[2:1,5]	%Output_act_m[2:2,5]	%Output_act_m[2:0,6]	%Output_act_m[2:1,6]	%Output_act_m[2:2,6]	%Output_act_m[2:0,7]	%Output_act_m[2:1,7]	%Output_act_m[2:2,7]	%Output_act_m[2:0,8]	%Output_act_m[2:1,8]	%Output_act_m[2:2,8]	%Output_act_m[2:0,9]	%Output_act_m[2:1,9]	%Output_act_m[2:2,9]	%Output_act_m[2:0,10]	%Output_act_m[2:1,10]	%Output_act_m[2:2,10]	%Voice_act_m[2:0,0]<2:2,1>	%Voice_act_m[2:1,0]	%Combin_act_m[2:0,0]<2:10,10>	%Combin_act_m[2:1,0]	%Combin_act_m[2:2,0]	%Combin_act_m[2:3,0]	%Combin_act_m[2:4,0]	%Combin_act_m[2:5,0]	%Combin_act_m[2:6,0]	%Combin_act_m[2:7,0]	%Combin_act_m[2:8,0]	%Combin_act_m[2:9,0]	%Combin_act_m[2:0,1]	%Combin_act_m[2:1,1]	%Combin_act_m[2:2,1]	%Combin_act_m[2:3,1]	%Combin_act_m[2:4,1]	%Combin_act_m[2:5,1]	%Combin_act_m[2:6,1]	%Combin_act_m[2:7,1]	%Combin_act_m[2:8,1]	%Combin_act_m[2:9,1]	%Combin_act_m[2:0,2]	%Combin_act_m[2:1,2]	%Combin_act_m[2:2,2]	%Combin_act_m[2:3,2]	%Combin_act_m[2:4,2]	%Combin_act_m[2:5,2]	%Combin_act_m[2:6,2]	%Combin_act_m[2:7,2]	%Combin_act_m[2:8,2]	%Combin_act_m[2:9,2]	%Combin_act_m[2:0,3]	%Combin_act_m[2:1,3]	%Combin_act_m[2:2,3]	%Combin_act_m[2:3,3]	%Combin_act_m[2:4,3]	%Combin_act_m[2:5,3]	%Combin_act_m[2:6,3]	%Combin_act_m[2:7,3]	%Combin_act_m[2:8,3]	%Combin_act_m[2:9,3]	%Combin_act_m[2:0,4]	%Combin_act_m[2:1,4]	%Combin_act_m[2:2,4]	%Combin_act_m[2:3,4]	%Combin_act_m[2:4,4]	%Combin_act_m[2:5,4]	%Combin_act_m[2:6,4]	%Combin_act_m[2:7,4]	%Combin_act_m[2:8,4]	%Combin_act_m[2:9,4]	%Combin_act_m[2:0,5]	%Combin_act_m[2:1,5]	%Combin_act_m[2:2,5]	%Combin_act_m[2:3,5]	%Combin_act_m[2:4,5]	%Combin_act_m[2:5,5]	%Combin_act_m[2:6,5]	%Combin_act_m[2:7,5]	%Combin_act_m[2:8,5]	%Combin_act_m[2:9,5]	%Combin_act_m[2:0,6]	%Combin_act_m[2:1,6]	%Combin_act_m[2:2,6]	%Combin_act_m[2:3,6]	%Combin_act_m[2:4,6]	%Combin_act_m[2:5,6]	%Combin_act_m[2:6,6]	%Combin_act_m[2:7,6]	%Combin_act_m[2:8,6]	%Combin_act_m[2:9,6]	%Combin_act_m[2:0,7]	%Combin_act_m[2:1,7]	%Combin_act_m[2:2,7]	%Combin_act_m[2:3,7]	%Combin_act_m[2:4,7]	%Combin_act_m[2:5,7]	%Combin_act_m[2:6,7]	%Combin_act_m[2:7,7]	%Combin_act_m[2:8,7]	%Combin_act_m[2:9,7]	%Combin_act_m[2:0,8]	%Combin_act_m[2:1,8]	%Combin_act_m[2:2,8]	%Combin_act_m[2:3,8]	%Combin_act_m[2:4,8]	%Combin_act_m[2:5,8]	%Combin_act_m[2:6,8]	%Combin_act_m[2:7,8]	%Combin_act_m[2:8,8]	%Combin_act_m[2:9,8]	%Combin_act_m[2:0,9]	%Combin_act_m[2:1,9]	%Combin_act_m[2:2,9]	%Combin_act_m[2:3,9]	%Combin_act_m[2:4,9]	%Combin_act_m[2:5,9]	%Combin_act_m[2:6,9]	%Combin_act_m[2:7,9]	%Combin_act_m[2:8,9]	%Combin_act_m[2:9,9]
_D:	0	14	0	"A_B_A"	""	2	50	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.43977e-15	0.775413	0.349218	1.60876e-11	9.80877e-12	5.34643e-06	0	0	0.00121368	0.915627	2.33053e-11	0.860658	0.687165	7.58263e-11	0	3.58183e-07	0	8.16489e-05	0	0	0.815024	2.65419e-05	3.145e-05	0	0.825401	0.315188	0.593534	2.32322e-10	0.00215309	0.777701	0.632353	0.900096	0.275092	0	0	0	0.848329	0.0403254	0.00185834	0.668072	0.0328784	0	0.000334198	2.25303e-14	0.000115668	0.619009	1.18787e-13	0.000186418	0	0	0.679736	0	0.000160536	0	0	0.0205785	0	0	0.773035	0.0671874	0	0	0	0	9.60025e-06	4.90811e-06	0.88971	0.753069	0.880445	0	2.84841e-10	0.0718185	0	0	0.34811	0.000918445	0.876406	0.534213	0	0	0.581936	0	0	8.8628e-05	0	0	0	0.90896	2.13771e-12	0	0.000300611	0.0568652	0	0.000890996	0.000261966	9.10043e-05	0	0.877164	0	3.88477e-05	0	0.874507	0	0.000100923	8.68404e-05	4.02214e-17	0	0.803346	0	0	0	3.18578e-17	1.21854e-13	0.0593201	0.865352	0.720403	0.838613	0	0.251636	0.00042111	0.240535	0	0	0.000110535	0.0017832	0	3.81713e-17	0.693027	0.323951	0	0	0.724355	0.00013026	0.000117129	0	9.3634e-05	1.95028e-16	0	0.000120613	0.782515	0.641379	0.877663	0.0295192	0	0.357801	0.697369	0	0	0	0	0	0	0.000377871	0.0594132	0.00148806	0.000462923	0	3.40985e-17	0	0.912898	0	0.720611	0	0.895604	0	1.26066e-13	0	0.000742731	0.814198	0.880933	0.697454	0	0.291195	0.795634	0.366105	0	0	0	2.85856e-18	0	0	0.000100136	0.0001129	0	0.765486	0	0.806503	0.198704	0.852395	4.40789e-14	0	0	0.0604456	0.0951228	0	7.99109e-16	0.106566	0.00216865	0.633737	2.69776e-15	0	0.904779	0.0510985	0	0.00147757	0.0372988	0	0.261353	2.61727e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164548	0	0	0	0.95	0	0.000181234	1.08552e-06	0.345225	0.00874422	0.539328	0.000374308	0.000186014	0.000411505	0.619825	0.00552816	4.11011e-05	0.000914101	0.882473	0.794796	0.0247989	0.00189404	0.0016729	0.0193978	0.680948	0.0579635	0.000297432	0.0833455	0.000372595	0.462553	0.0765763	0.0016437	0.000323254	0.844051	3.73284e-06	0.094221	4.35963e-06	0.914503	0.000947948	0.00782757	0.0300522	5.7989e-05	0.00670215	0.00668577	0.441312	0.0230901	0.00336222	0.000373303	0.000841832	6.79947e-09	0.012135	0.0382998	0.31006	0.00400247	0.225124	7.87663e-10	0.000490868	0.765786	0.000415547	0.068987	0.0459762	0.00300137	0.00190786	0.00125061	0.000999232	5.15199e-09	0.327591	8.89416e-10	0.00118998	0.000212344	0.0218431	0.00313314	0.0300263	0.829112	0.00546881	4.10667e-06	0.000426732	0.00311732	0.00682676	0.674763	0.0266583	0.0586384	0.80478	0.00979578	0.766747	0.000189898	7.28798e-06	8.40946e-05	0.722292	0.0161689	0.843701	0.694586	0.745509	0.0744944	0.0798727	0.52076	0.00593638	0.00173243	0.0143847	0.0245886	0.501068	0.0649483	0.693788	0.00449582	1.50748e-05	0.0160801
_D:	0	14	1	"B_C_A"	""	2	50	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.826568	0	0	0.732485	8.80886e-07	0.89874	0	0	0	2.86745e-13	0.0218337	0.0621204	0.275556	0	3.86197e-11	0.000102826	5.07621e-11	0.000235998	2.83261e-10	0.00156211	3.99069e-14	0.829626	0.0962691	0	0.505271	0	0.813438	0	0	0	0	0	0	0.285317	0.014762	2.2188e-05	0	0	0	0.856559	0.282219	0	2.18736e-06	0.722828	0	0.765676	0	0	0.00220236	0.149015	0	0.789905	0	0.0291854	0.000430965	0.717852	0.700189	0.754119	0.909353	0	0.000775517	0.0637763	0	0	0.585615	0	0	0	0.776534	0.474312	1.46729e-10	0.0117813	0	1.27433e-12	0.00417491	0	0.81838	0	0.237346	0.501513	0	0	0.801089	0.736181	0.000101768	0.800539	0	0.817008	0	0	0.000109399	0.250512	3.36852e-06	0	0.00139211	0.776793	0.000181583	0.843148	0	0.605763	5.93636e-18	0.775413	0.349218	1.28366e-14	7.82663e-15	5.34475e-06	0	0	0.00121363	0.915627	1.85958e-14	0.860658	0.687165	6.05035e-14	0	3.57611e-07	0	8.16427e-05	0	0	0.815024	2.65383e-05	3.14462e-05	0	0.825401	0.315188	0.593534	1.85375e-13	0.00215303	0.777701	0.632353	0.900096	0.275092	0	0	0	0.848329	0.0403253	0.00185829	0.668072	0.0328783	0	0.000334186	1.79775e-17	0.000115661	0.619009	9.47826e-17	0.000186409	0	0	0.679736	0	0.000160527	0	0	0.0205784	0	0	0.773035	0.0671873	0	0	0	0	9.59812e-06	4.90653e-06	0.88971	0.753069	0.880445	0	2.27281e-13	0.0718184	0	0	0.34811	0.000918399	0.876406	0.534213	0	0	0.581936	0	0	8.86216e-05	0	0	0	0.90896	1.70573e-15	0	0.0003006	0.0568651	0	0.00089095	0.000261955	9.09978e-05	0	0.877164	0	3.88435e-05	0.01836	0.0982677	0.894197	0.000672587	0.0397293	0.045329	0.0923403	0.106257	0.0394421	0.062013	0	0.0104327	0.0110717	0.00314877	0.0129229	0	0.00333693	0.0115884	0.00841032	0	0.00929093	6.36475e-07	0.0075462	0.00583421	0	0.0655031	0.0108784	0	0.0704202	2.56e-06	8.20838e-07	1.18852e-06	0.000320635	0.95	0	0.732818	0.088577	0.840214	0.559962	0.00159495	0.763412	0.0168475	0.881174	0.00927392	0.000172022	0.00890088	0.000140127	0.574499	0.000153421	0.00210148	3.01369e-05	8.05816e-07	0.75617	0.0241944	0.00011429	0.719251	6.97115e-05	0.0128126	3.90322e-09	0.000691137	0.00117893	5.0656e-05	0.00380098	0.692562	0.474708	0.798062	0.139699	0.657935	0.748126	6.52618e-06	0.00975995	0.000139027	0.0105982	0.000707348	0.0021112	5.67217e-06	0.690813	0.011298	2.97729e-09	0.0312164	7.24203e-05	0.450949	0.109991	0.000349521	1.83618e-05	2.82761e-10	0.658985	0.824037	0.000308966	0.000110925	0.000135511	0.00759049	0.00134461	0.00197497	1.90486e-05	0.000159746	0.00775617	0.829315	0.0147609	0.122798	0.00194385	0.442915	7.29126e-10	0.000392552	8.48061e-06	0.000110877	0.00738011	0.00706916	0.000154636	0.00637526	0.00734918	5.97524e-06	0.0839379	0.882747	0.000681304	8.66346e-05	0.232436	0.000285598	0.0021272	0.145115	0.786713	0.70018	0.462406	5.33981e-07	0.00851918	0.00114778	0.00500427	0.000278326	0.0010244	0.000206696	0.00490612	0.756702	0.593767	3.53533e-09	0.00049353
_D:	0	14	2	"C_D_A"	""	2	50	1.2687	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048434	0.00203888	0.401492	0	0	0.753963	0	0.716015	5.38164e-05	0.916817	1.16582e-10	0.0248064	0.0982685	0	0	0.00380533	0.00149849	2.02441e-13	7.72648e-05	0	0.801454	8.98271e-11	0	0.000109118	0	4.37611e-13	9.95772e-05	0	0.057063	0.810903	0	4.78904e-05	0.820282	0	0.641817	6.44196e-05	0.0440782	0.020623	0	0.000249691	0	0	0.920974	0.762649	0	0	1.1982e-13	0.870768	0	0.0317496	3.28318e-12	0	0.00399946	0	0.508436	0	3.64903e-13	0.925736	0	0.155854	0.819301	0.878568	0	0.898694	0.000100176	4.84331e-11	9.34338e-08	0.00744133	0	0.899634	0	0.835007	5.06716e-07	0.011668	0	4.99781e-13	0.589633	0	0.00992722	0	2.22553e-10	0.816125	0.862051	0.00243821	0.0804394	0.577133	4.4044e-05	0	0.574376	0	0	9.97165e-07	0	0.903756	3.20692e-11	0	0	0	0	0.826568	0	0	0.732485	8.79773e-07	0.89874	0	0	0	2.288e-16	0.0218336	0.0621203	0.275556	0	3.08155e-14	0.000102818	4.05042e-14	0.000235961	2.2602e-13	0.00156207	3.18426e-17	0.829626	0.0962691	0	0.505271	0	0.813438	0	0	0	0	0	0	0.285317	0.0147619	2.21839e-05	0	0	0	0.856559	0.282219	0	2.18582e-06	0.722828	0	0.765676	0	0	0.00220232	0.149015	0	0.789905	0	0.0291853	0.000430925	0.717852	0.700189	0.754119	0.909353	0	0.000775474	0.0637762	0	0	0.585615	0	0	0	0.776534	0.474312	1.17078e-13	0.0117812	0	1.01682e-15	0.00417486	0	0.81838	0	0.237346	0.501513	0	0	0.801089	0.736181	0.00010176	0.800539	0	0.817008	0	0	0.000109391	0.250512	3.36676e-06	0	0.00139207	0.776793	0.000181546	0.843148	0	0.605763	0.230534	0	0.000586026	0.00764184	0	0	0.532849	0.125417	0	0.196873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117074	0	0.180917	0	0.160623	0	0.0509434	0	0	0.95	0	0.0860984	0.0260605	0.70332	0.00189302	0.00512322	0.208721	0.48042	0.462148	0.0560694	0.0195382	0.00156773	0.000907259	0.760211	0.00301309	0.835203	0.0890996	0.0968207	0.129471	0.000161136	0.000119356	0.811343	0.231441	0.0331355	0.0197715	0.734284	0.0848473	0.00463462	0.0420331	0.0290447	0.00316707	0.138966	3.24336e-06	2.41839e-10	2.99968e-05	9.57334e-12	0.0754584	0.0819171	0.000428547	5.62335e-13	4.2748e-06	0.000162534	6.29462e-05	0.554085	0.63895	0.000592202	8.29746e-06	6.90037e-05	0.000135133	0.00337427	7.26937e-12	0.00015849	0.43196	0.905682	0.0846677	0.0385195	6.77136e-05	0.865204	6.47825e-05	1.23133e-05	0.000522197	0.000176077	0.000104544	0.00323025	0.000966086	0.058868	0.0122739	0.094375	0.0129223	0.00371179	0.000142699	4.56625e-11	0.105976	0.888014	0.757417	1.34887e-09	0.795582	0.00109023	0.701649	0.0255289	0.707753	0.000401321	0.846207	0.000387079	0.476959	0.0375913	0.0374726	9.59302e-05	0.897825	0.000964792	0.00423634	0.0720099	3.66367e-05	0.0019408	0.688065	0.0161047	0.000247023	0.00202417	0.000512489	0.0468199	0.0240485
_D:	0	14	3	"D_E_A"	""	2	50	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.867799	0	0	0.000526158	0.00390606	0.00017494	0.415449	5.39762e-13	0	0	0.885774	7.35531e-12	0.0920549	0.762799	0.000217427	0	0	0	0.630859	0.874772	0.00164146	0.000154249	0.920082	0	0	1.66173e-10	1.06601e-10	3.61709e-05	0.000283741	0	0.00135312	0	0.835812	0	0.0204307	0	4.60471e-14	4.40092e-13	0	1.17441e-10	0.860555	7.87505e-05	0.775681	0.910002	2.99853e-05	0	0.869283	0.000532622	0.773318	0.470381	2.54118e-12	0.000936264	5.85248e-12	0	0	0	0.838649	0.0467859	0.00650598	0	0.554245	0	0.317661	0	0	0.826896	0.844371	0	0.0069177	1.617e-10	2.96312e-13	0.0115733	0.00367996	2.32035e-06	6.40267e-12	0	0	0.0410505	0.0235759	0	0	0.836923	0.88758	8.48223e-14	0.666822	0.598338	0	0	0.000160772	0	0.0376832	4.16863e-11	0.190482	2.82486e-05	1.14487e-05	0	0.453423	0	0.000756574	0.886416	0	0.00048433	0.00203883	0.401493	0	0	0.753963	0	0.716015	5.38132e-05	0.916817	9.30233e-14	0.0248063	0.0982684	0	0	0.00380526	0.00149844	1.61532e-16	7.72608e-05	0	0.801454	7.16751e-14	0	0.000109113	0	3.4918e-16	9.95727e-05	0	0.0570629	0.810903	0	4.78873e-05	0.820282	0	0.641817	6.4416e-05	0.0440782	0.0206229	0	0.000249684	0	0	0.920974	0.762649	0	0	9.56071e-17	0.870768	0	0.0317495	2.61973e-15	0	0.0039994	0	0.508437	0	2.91164e-16	0.925736	0	0.155854	0.819301	0.878568	0	0.898694	0.000100171	3.86458e-14	9.3172e-08	0.00744126	0	0.899634	0	0.835007	5.06374e-07	0.011668	0	3.98787e-16	0.589633	0	0.00992715	0	1.7758e-13	0.816125	0.862051	0.00243815	0.0804393	0.577133	4.40411e-05	0	0.574376	0	0	9.96693e-07	0	0.903756	2.55887e-14	0	0	0	0	1.67998e-06	0	0.31809	1.6877e-05	0.904171	0.000112942	0	0.00139287	0	2.0842e-07	0	0	0	0	0	0	0	0	0	3.64443e-07	0	0	0	0	0	0	0	0	1.25846e-07	0	0	0	0	0.95	0	0.215637	0.858454	0.00232577	0.0609382	5.13422e-10	0.690116	0.0352697	0.719342	0.000253219	1.06237e-09	0.871302	0.0357743	0.799515	0.000159008	0.000114703	0.176973	0.150685	0.0048944	0.731646	0.00194502	0.0842824	2.58299e-05	0.0147699	6.57104e-05	0.700574	0.886036	0.000362533	0.000622691	0.783839	0.882083	0.794394	0.462035	0.000325346	0.00228906	5.45796e-06	5.66063e-06	0.00891552	0.00205203	0.807544	0.00533237	0.639788	0.252298	5.18773e-05	0.0018737	0.86543	0.0487696	0.00984659	0.0228087	0.00462952	8.57382e-05	0.000128723	0.00210495	0.0849406	9.39636e-11	0.000347597	0.545934	0.000347895	0.603148	0.804895	0.0227732	0.486271	0.0130339	0.0730682	0.000640584	8.64747e-05	4.96788e-10	0.000155187	0.00169621	0.0139332	6.5714e-06	0.008491	0.000184097	3.24825e-05	5.87208e-05	0.0216605	0.00100343	0.104767	0.000134201	0.000182284	0.0125675	0.00105212	0.000470821	1.04169e-12	0.000691026	0.00445645	0.000864942	0.335083	0.00142656	0.0923379	0.91088	0.0787213	0.000574092	3.49272e-10	0.00115127	0.00109825	0.000792709	1.90392e-05	0.586522	0.0102627	0.000128644
