_H:	|batch	|epoch	|trial	$trial_name	$group_name	|phase_no	%minus_cycles	%sse	%ext_rew	%Input_act_m[2:0,0]<2:3,11>	%Input_act_m[2:1,0]	%Input_act_m[2:2,0]	%Input_act_m[2:0,1]	%Input_act_m[2:1,1]	%Input_act_m[2:2,1]	%Input_act_m[2:0,2]	%Input_act_m[2:1,2]	%Input_act_m[2:2,2]	%Input_act_m[2:0,3]	%Input_act_m[2:1,3]	%Input_act_m[2:2,3]	%Input_act_m[2:0,4]	%Input_act_m[2:1,4]	%Input_act_m[2:2,4]	%Input_act_m[2:0,5]	%Input_act_m[2:1,5]	%Input_act_m[2:2,5]	%Input_act_m[2:0,6]	%Input_act_m[2:1,6]	%Input_act_m[2:2,6]	%Input_act_m[2:0,7]	%Input_act_m[2:1,7]	%Input_act_m[2:2,7]	%Input_act_m[2:0,8]	%Input_act_m[2:1,8]	%Input_act_m[2:2,8]	%Input_act_m[2:0,9]	%Input_act_m[2:1,9]	%Input_act_m[2:2,9]	%Input_act_m[2:0,10]	%Input_act_m[2:1,10]	%Input_act_m[2:2,10]	%Hidden_act_m[2:0,0]<2:10,10>	%Hidden_act_m[2:1,0]	%Hidden_act_m[2:2,0]	%Hidden_act_m[2:3,0]	%Hidden_act_m[2:4,0]	%Hidden_act_m[2:5,0]	%Hidden_act_m[2:6,0]	%Hidden_act_m[2:7,0]	%Hidden_act_m[2:8,0]	%Hidden_act_m[2:9,0]	%Hidden_act_m[2:0,1]	%Hidden_act_m[2:1,1]	%Hidden_act_m[2:2,1]	%Hidden_act_m[2:3,1]	%Hidden_act_m[2:4,1]	%Hidden_act_m[2:5,1]	%Hidden_act_m[2:6,1]	%Hidden_act_m[2:7,1]	%Hidden_act_m[2:8,1]	%Hidden_act_m[2:9,1]	%Hidden_act_m[2:0,2]	%Hidden_act_m[2:1,2]	%Hidden_act_m[2:2,2]	%Hidden_act_m[2:3,2]	%Hidden_act_m[2:4,2]	%Hidden_act_m[2:5,2]	%Hidden_act_m[2:6,2]	%Hidden_act_m[2:7,2]	%Hidden_act_m[2:8,2]	%Hidden_act_m[2:9,2]	%Hidden_act_m[2:0,3]	%Hidden_act_m[2:1,3]	%Hidden_act_m[2:2,3]	%Hidden_act_m[2:3,3]	%Hidden_act_m[2:4,3]	%Hidden_act_m[2:5,3]	%Hidden_act_m[2:6,3]	%Hidden_act_m[2:7,3]	%Hidden_act_m[2:8,3]	%Hidden_act_m[2:9,3]	%Hidden_act_m[2:0,4]	%Hidden_act_m[2:1,4]	%Hidden_act_m[2:2,4]	%Hidden_act_m[2:3,4]	%Hidden_act_m[2:4,4]	%Hidden_act_m[2:5,4]	%Hidden_act_m[2:6,4]	%Hidden_act_m[2:7,4]	%Hidden_act_m[2:8,4]	%Hidden_act_m[2:9,4]	%Hidden_act_m[2:0,5]	%Hidden_act_m[2:1,5]	%Hidden_act_m[2:2,5]	%Hidden_act_m[2:3,5]	%Hidden_act_m[2:4,5]	%Hidden_act_m[2:5,5]	%Hidden_act_m[2:6,5]	%Hidden_act_m[2:7,5]	%Hidden_act_m[2:8,5]	%Hidden_act_m[2:9,5]	%Hidden_act_m[2:0,6]	%Hidden_act_m[2:1,6]	%Hidden_act_m[2:2,6]	%Hidden_act_m[2:3,6]	%Hidden_act_m[2:4,6]	%Hidden_act_m[2:5,6]	%Hidden_act_m[2:6,6]	%Hidden_act_m[2:7,6]	%Hidden_act_m[2:8,6]	%Hidden_act_m[2:9,6]	%Hidden_act_m[2:0,7]	%Hidden_act_m[2:1,7]	%Hidden_act_m[2:2,7]	%Hidden_act_m[2:3,7]	%Hidden_act_m[2:4,7]	%Hidden_act_m[2:5,7]	%Hidden_act_m[2:6,7]	%Hidden_act_m[2:7,7]	%Hidden_act_m[2:8,7]	%Hidden_act_m[2:9,7]	%Hidden_act_m[2:0,8]	%Hidden_act_m[2:1,8]	%Hidden_act_m[2:2,8]	%Hidden_act_m[2:3,8]	%Hidden_act_m[2:4,8]	%Hidden_act_m[2:5,8]	%Hidden_act_m[2:6,8]	%Hidden_act_m[2:7,8]	%Hidden_act_m[2:8,8]	%Hidden_act_m[2:9,8]	%Hidden_act_m[2:0,9]	%Hidden_act_m[2:1,9]	%Hidden_act_m[2:2,9]	%Hidden_act_m[2:3,9]	%Hidden_act_m[2:4,9]	%Hidden_act_m[2:5,9]	%Hidden_act_m[2:6,9]	%Hidden_act_m[2:7,9]	%Hidden_act_m[2:8,9]	%Hidden_act_m[2:9,9]	%Output_act_m[2:0,0]<2:3,11>	%Output_act_m[2:1,0]	%Output_act_m[2:2,0]	%Output_act_m[2:0,1]	%Output_act_m[2:1,1]	%Output_act_m[2:2,1]	%Output_act_m[2:0,2]	%Output_act_m[2:1,2]	%Output_act_m[2:2,2]	%Output_act_m[2:0,3]	%Output_act_m[2:1,3]	%Output_act_m[2:2,3]	%Output_act_m[2:0,4]	%Output_act_m[2:1,4]	%Output_act_m[2:2,4]	%Output_act_m[2:0,5]	%Output_act_m[2:1,5]	%Output_act_m[2:2,5]	%Output_act_m[2:0,6]	%Output_act_m[2:1,6]	%Output_act_m[2:2,6]	%Output_act_m[2:0,7]	%Output_act_m[2:1,7]	%Output_act_m[2:2,7]	%Output_act_m[2:0,8]	%Output_act_m[2:1,8]	%Output_act_m[2:2,8]	%Output_act_m[2:0,9]	%Output_act_m[2:1,9]	%Output_act_m[2:2,9]	%Output_act_m[2:0,10]	%Output_act_m[2:1,10]	%Output_act_m[2:2,10]	%Voice__act_m[2:0,0]<2:2,1>	%Voice__act_m[2:1,0]	%transi_act_m[2:0,0]<2:1,1>
_D:	0	0	450	"A_B"	""	2	50	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59896	0	0.718301	0.812174	0	0	0	0.814005	0	0.837551	0.000101079	0	0.878223	0.00989261	0	0.844095	0.860711	0	0	0	0.853525	0	0	0.00995651	0	0	0.645811	0.0285676	0.00108136	0	0	0	0	0	0.790544	0	0.861135	0.727256	0.0122439	0	0	0.707582	0	0	0.860593	0	0.839057	3.91737e-05	0.000618697	0	0	0	0.811803	0.839697	0.000129031	0	0	0.00939865	0.00213779	0	0	0	0.872601	0	0	0.788882	0.847744	0	0.841193	0.028302	0	0	0	0.839297	0.846119	0.875809	0	0.000630829	3.1019e-05	0.788057	0.00390231	0.0179724	0	0	0.856721	2.06062e-11	0	0.794459	0.703134	0	0.00762596	0	0	0	0	0	0	0	0	0.875074	0.0698401	0.860313	0.128307	0.0544985	0.14033	0.0375066	0.266742	0.0900601	0.147772	0.00699173	0.0569078	0.121553	0.0585637	0.107569	0.138845	0.0128651	0.062253	0.103525	0.0863516	0.157226	0.0526226	0.233133	0.126445	0.0598192	0.108374	0.127766	0.135176	0.0960555	0.0233594	0.140915	0.133555	0.122248	0.0926218	0	0	0
_D:	0	0	451	"B_C"	""	2	50	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789401	0	0.824373	6.85441e-07	0	0	0	0.00798063	0.668665	0.889191	0.386924	0.886127	4.37779e-05	0.887041	0	0.858833	0.883402	0	0.000685404	0.000332228	0	0	0	0	0.854393	0	0	0	0.864133	0.648516	0.784052	0	0	0.00422489	0.865127	0.881987	0.84979	0	0.00140663	0	0	0.849361	0	0	0	0.00675319	0	0.783525	0	0	0	1.3599e-06	0	0	0	0	0.87712	0.533495	0	0	0	0	0	0	0	1.46735e-08	0.000377326	1.0878e-12	0	0	0	0	0.000132872	0.000715082	0	0.898164	0	0.647516	0.875267	0.00208226	0.861329	0	0	0	7.89043e-07	0	0.802237	0.60537	0.797788	0	0	0.391689	0	1.86995e-07	0.724665	0	0.269285	5.6114e-05	2.13477e-05	0.0163369	0.125805	0.829252	0.0421127	0.0539695	0.119773	0.207368	0.000148389	0.144215	0.0794878	0.062851	0.116812	0.0403652	0.118007	0.0731293	0.0516983	0.0905345	0.118134	0.0649125	0.0108651	0.124874	0.155024	0.087852	0.127958	0.0820667	0.0948194	0.106457	0.0774579	0.11808	0.0690741	0.0864901	0.122451	0.0967087	0	0	0
_D:	0	0	452	"C_G"	""	2	50	0.516315	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0311037	2.60662e-05	0	0	0	0.00396671	0	0.860924	0.64731	0	0	0	0.00450124	0.0132964	0.843254	5.07369e-05	0	0	0	0.000288342	0	0	0.00875322	0.563938	0.761281	0.000576171	0	0.808543	0.791396	0.808667	0.789245	4.63387e-05	0.22696	0	0.854592	0.81896	0.0011339	0	0.572759	0	0	0.795115	0.00526447	0.00281463	0	0	0.818268	0	0.133001	0.839992	0	0.0893409	0	1.84405e-06	3.15248e-06	0.821002	0	0.828041	0.603147	0	0	0	0.0422465	0	0	0.603248	0.841191	0.000195331	0.820393	0	0.780666	0.853589	4.64815e-05	0.584934	0	0.858129	0	0.0401198	0.770853	0	0	0	0.739118	0	0	0.739338	0.000363522	0	0	0.714805	0	0	0	0	0	0.846569	0	0.78698	0	1.09855e-05	0.495617	0.0819036	0.0408293	0.31523	0.0131912	0.172742	0.281449	0.141906	0.107829	0.239752	0.0794057	0.113316	0.00809251	0.0207554	0.00413647	0.0451523	0.0219294	0.0432002	0.0481112	0.0471468	0.0393796	0.45413	0.124066	0.0150404	0.000143348	0.0400827	0.0741642	0.00883659	0.00785518	0.0182811	0.107573	0.0209134	0.0253784	0	0	0
_D:	0	0	453	"G_H"	""	2	50	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.873931	0.788744	0.879531	0.895109	0.885763	0	0	0	0	0	0.577843	0	0	0.0186076	0	0	0.859769	0	0.810356	0	0.224484	0.00294597	0	0.619436	0.000251646	0.725884	0	0	0.868678	0	0	0.676549	0	0	0.868915	0.842391	0.826764	0.872691	0	0	0	0.0106547	0	1.93248e-06	0.872122	0	0.747684	0	0	0	0	0.86776	0	0	0	0	0.0328147	0	0.360016	0.00581524	0.000274055	0	0	0	0.834506	0.870167	0.0856347	0.00207641	0	0	0.00909133	0	0	4.47665e-05	0.000991904	0.719164	0	0	8.75928e-06	0	0	0	0	0	0	0.815963	0.889467	0	0	0.884109	0.826523	0.650635	0	0	0	0	0.144436	0.0586711	0.112794	0.0218748	0.144205	0.02201	0.224341	0.835059	0.152526	0.0575376	0.0449987	0.0702475	1.13187e-08	0.0870063	0.0855428	0.048046	0.106837	0.0442538	0.0516219	0.00322824	0.0677843	0.0940873	0.0526839	0.114212	0.134717	0.0768722	0.0755338	0.111883	0.133142	0.112755	0.0260317	0.0962563	0.135793	0	0	0
_D:	0	0	454	"H_I"	""	2	50	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.768155	0	0	0	0	0	0	0	0.858895	0	0.850791	0	0.813792	0.00604745	0	0.839167	0	0	0.723219	0.844609	0	0.378635	0.153968	0.00210272	0	0	0.000163115	0.880582	0.858826	0	0.793766	0.847037	0	0.00497927	0	0	0	0	0.684393	0	0	0	0	0	0	0	0.686823	0.715069	0.87785	0	0	0	3.74158e-09	0	0.860788	0	0	0.000383264	0.870551	0	0	0.848374	6.56573e-05	0	0	0	0	0	0.737537	0.867389	0.873496	0	0	0.747709	0.876668	0.798754	0.730097	0	0	0.550425	0	0	0	0	1.94799e-10	0	0.881464	0	0.776879	0	0.227612	0.00110685	0.00495939	0	0.00107341	0	0.00017473	0	0	0.133874	0.103587	0.144139	0.0599963	0.0578398	0.0746886	0.179412	0.0855565	0.840352	0.0302388	0.0326863	0.0663611	0.0577198	0.0388607	0.0755854	0.0334798	0.0914559	0.0571509	0.0700479	0.160362	0.106655	0.0229591	0.109735	0.0146471	0.0809628	0.091755	0.100597	0.0986585	0.0841506	0.0944202	0.112917	0.113491	0.0937866	0	0	0
_D:	0	0	455	"I_G"	""	2	50	0.291992	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276054	0	0.0013521	0.00015288	0	0	0	0.00208456	0	0	0	0	2.87942e-06	0.00683425	0.892821	0	0.866642	0	0.000580469	0	0	0	0.872215	0.768996	0.765177	0	0.82265	0	0.858483	0.851192	0	0	0	0	0.878939	0	0	0	0	0	0.90136	0.810811	0	0	0.883196	1.33582e-05	1.38524e-05	0.84846	0.172347	0	0	0	0	0	0.845158	0	0	0.00218323	0	0	0.000386459	0	0	0.000657387	0	0.60783	0.0865236	0.870853	0.01014	0	0.844311	0.672127	0	0.0512665	0	0.834779	0	6.38942e-06	0	0	0	0	0.737384	0.000181678	0	0.830195	0	1.90034e-05	0.783842	0	0	0.878301	0	0.885639	0	0	0	1.43341e-05	0.887235	5.80582e-06	0.491866	0.050885	0.0931532	0.0823777	0.055776	0.0118831	0.459637	0.0982117	0.106462	0.0760656	0.0747161	0.0117415	0.256518	0.0508929	0.0520307	0.199363	0.0870454	0.106178	0.0788979	0.00846874	0.0372873	0.0359475	0.000174274	0.0645762	0.0997911	0.0820277	0.00832283	0.0859673	4.96098e-05	0.0323073	0.00660392	0.0247832	0.0545112	0	0	0
_D:	0	0	456	"G_H"	""	2	50	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.874199	0.792185	0.87844	0.895183	0.886659	0	0	0	0	0	0.52339	0	0	0.0158277	0	0	0.860263	0	0.81331	0	0.206056	0.00207296	0	0.617159	0.00024328	0.723952	0	0	0.868989	0	0	0.669384	0	0	0.869636	0.84433	0.815368	0.873044	0	0	0	0.00491161	0	4.01648e-06	0.871784	0	0.74357	0	0	0	0	0.86979	0	0	0	0	0.0175478	0	0.415802	0.00461127	0.000375998	0	0	0	0.834463	0.871156	0.0907982	0.00209729	0	0	0.00835992	0	0	2.42452e-05	0.001292	0.726129	0	0	1.60268e-05	0	0	0	0	0	0	0.817656	0.886775	0	0	0.884434	0.827392	0.642781	0	0	0	0	0.0722948	0.0762362	0.0628339	0.0277349	0.122957	0.0330897	0.225255	0.840285	0.194848	0.0545469	0.0387104	0.0844437	1.35885e-08	0.0912865	0.0726242	0.0396691	0.0973354	0.0622775	0.0588472	0.00543796	0.0669332	0.09976	0.0612715	0.0982153	0.13658	0.0850719	0.0735665	0.113657	0.134321	0.111693	0.0275636	0.0740456	0.124991	0	0	0
_D:	0	0	457	"H_I"	""	2	50	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.768575	0	0	0	0	0	0	0	0.861269	0	0.848886	0	0.805762	0.00267449	0	0.83915	0	0	0.715324	0.845379	0	0.38916	0.214964	0.000923458	0	0	0.00013586	0.879431	0.860219	0	0.786949	0.848563	0	0.00233702	0	0	0	0	0.679721	0	0	0	0	0	0	0	0.689939	0.715171	0.876158	0	0	0	3.58487e-12	0	0.862644	0	0	0.000332026	0.870123	0	0	0.847888	5.77281e-05	0	0	0	0	0	0.725538	0.86704	0.874285	0	0	0.741792	0.87396	0.790833	0.710615	0	0	0.549981	0	0	0	0	2.22664e-10	0	0.881628	0	0.783419	0	0.205679	0.000683281	0.00514662	0	0.000900048	0	8.26178e-05	0	0	0.0630524	0.0962478	0.12571	0.0887392	0.0644439	0.0886993	0.186763	0.0961869	0.843931	0.0440361	0.0410857	0.0772108	0.0433769	0.0375736	0.076122	0.0355606	0.0695807	0.0609387	0.071141	0.142996	0.110196	0.043201	0.0933421	0.0180611	0.086621	0.0915244	0.0966824	0.0952197	0.0933851	0.0840459	0.106445	0.0963539	0.0800133	0	0	0
_D:	0	0	458	"I_J"	""	2	50	1.15924	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246278	0	0.00155672	0.000188385	0	0	0	0.00279607	0	0	0	0	3.32567e-06	0.00679133	0.89321	0	0.865712	0	2.69115e-05	0	0	0	0.873987	0.760861	0.760677	0	0.82684	0	0.858202	0.85137	0	0	0	0	0.877417	0	0	0	0	0	0.90076	0.811467	0	0	0.882401	9.72426e-06	1.56627e-05	0.84692	0.179583	0	0	0	0	0	0.84434	4.96129e-07	0	0.00133479	0	0	1.71927e-05	0	0	0.00120514	0	0.613204	0.0830002	0.869483	0.00482368	0	0.841846	0.663879	0	0.14028	0	0.83365	0	0	0	0	0	0	0.740647	0.000987452	0	0.823003	0	4.168e-05	0.780833	0	0	0.87599	0	0.886019	0	0	0	5.18411e-06	0.886647	6.19522e-06	0.383293	0.0633282	0.0863018	0.0942997	0.0397034	0.0102991	0.585565	0.112231	0.118558	0.0964801	0.0716311	0.00972793	0.190276	0.0648872	0.0809019	0.140206	0.0967403	0.0790773	0.0739806	0.0133829	0.0342296	0.0532163	0.00087195	0.0582897	0.0979195	0.0843788	0.0135961	0.0709817	7.73019e-05	0.0439259	0.00728241	0.0356781	0.0497539	0	0	0
_D:	0	0	459	"J_K"	""	2	50	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158442	0	0	0.85563	0	0.000124937	0	0	0.874997	0	0.610611	0.870389	0.00193292	0	0.000139817	0	0.877704	0.85403	0	0	0	0	0	0	0.112336	0	0.743963	0	0.74522	0.712171	0	0	0.556724	0	0.888355	0.487697	0	0	0	0.289478	0	0	0	0.879175	0.00279695	0.000896977	0.873261	0	0	7.32539e-05	0	0	0.87839	0	0.0673295	0.795374	0.0188007	0	0	0.845247	0	0.91109	0	0.0094314	0.592851	0.88629	0.832643	0	0.889308	0	0	0	1.28217e-05	0	0	0.545567	0	0	0	0.00881782	0.00358834	0	0	0	0.856131	0.733591	0.0413694	0	0	0.756853	0	0	4.64822e-05	0.717532	0	0	0	0.69723	0.00292335	0	0.0606198	0.18869	0.0983417	0.0951235	0.0128104	0.0140193	0.356068	0.0850936	0.213614	0.0119587	0.847305	0.00488206	0.00718617	0	0.0700176	0.0122536	0.108042	0.0188998	0.000807667	0.0569	0.0376706	0.10557	0.0182826	0.127543	0.0279482	0.0743767	0.00574338	0.0276767	0.135633	0.0465178	0.00736792	0.0597262	0.0315099	0	0	0
_D:	0	0	460	"K_L"	""	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833242	0.000461275	0	0.820019	0.793154	0	0.79427	0	0.744351	0.859023	0	0	0	0	0	0	0	0.693579	0	0.820695	0	0	9.82785e-07	0	0.00483675	0.788238	6.84933e-12	0	0	0.844772	0.00663919	0.0011595	0.741378	0	0	0.703531	0	0.000505903	0	0.00484502	0	7.19023e-07	0.833564	0.0130183	0.838978	0	0	0.611822	0.796073	0	0.000178924	0	0	0.87314	0	0	0.815779	0	0.779479	0.00027589	0	0.837888	0.877394	0.787669	0.855429	6.28401e-05	0	0	0	0.809964	0	0.79548	0	0	0	0	0	0	0.00235556	0.62212	0.000171297	0	0.707987	0	0	4.90163e-05	0	0.810885	0	3.48382e-05	0	0.78425	0	0	0	6.6683e-11	0.827732	0.864694	0	0.00179248	0.0918088	0.142373	0.163126	0.248252	6.68887e-05	0.0566285	0.288694	0.125651	0.213706	0.00565775	7.18584e-07	0.836967	0.00866943	0.0737619	0.103861	0.0299431	0.122466	0.168	0.00597249	0.10712	0.100274	0.0765424	0.0493835	0.104732	0.0725236	0.136936	0.112402	0.0808243	0.125661	0.101639	0.113741	0.0569086	0.0840625	0	0	0
_D:	0	0	461	"L_J"	""	2	50	1.03767	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013414	0.695819	0	0.0710542	0.854754	0	0	0	0	0.832531	0	0	0	0.00210633	0	0	0.854732	0	0	0.858831	0.738352	0	0	0.00799608	0	0	0.582607	0	0	0.754767	0	0	0.837292	0.00155041	0.867793	0	0	0.81935	0	0.838219	0	0.770233	0	2.31098e-06	0.879607	0	0	0.781753	0	0	0.000254872	0	0.679752	0.00392062	2.12919e-06	0	0.00524903	0	0.824319	0	0	0	0	0	0.881398	2.08413e-05	0.867183	0.00117448	0.647374	0	0	0	7.26183e-06	0.733395	0.885649	0	0	0	0.206781	0	0	0	0.759886	0	0	0	0.827037	0.86396	0	0	0.833036	0	0	0.000402779	0.677161	0.724831	0.598088	0	0.868259	0	0.192599	0.153559	0.0159012	0.381183	6.21318e-06	0.034642	0.469999	0.169985	0.170595	0.11573	0.0462304	0.0660862	0.0110676	0.0507514	0.0239054	0.505708	0.0273819	0.103627	0.0228386	0.125661	0.0515645	0.00566407	0.0757986	0.116444	0.0141579	0.118649	0.0323141	9.81376e-05	0.128236	0.0193478	0.0361496	0.101749	0.0391524	0	0	0
_D:	0	0	462	"J_K"	""	2	50	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00784362	0	0	0.857676	0	0.000132591	0	0	0.876194	0	0.581561	0.870341	0.000865047	0	0.000219741	0	0.878562	0.854949	0	0	0	0	0	0	0.131756	0	0.736025	0	0.741163	0.715576	0	0	0.554569	0	0.889865	0.517707	0	0	0	0.324877	0	0	0	0.87818	0.0029484	0.000349914	0.873596	0	0	2.9298e-05	0	0	0.876572	0	0.0528714	0.794943	0.02257	0	0	0.846059	0	0.90998	0	0.00560744	0.548377	0.884931	0.834351	0	0.889924	0	0	0	1.63188e-06	0	0	0.486994	0	0	0	0.00899593	0.00283755	0	0	0	0.858873	0.737449	0.028696	0	0	0.760284	0	0	0.000134173	0.718331	0	0	0	0.704398	0.00284937	0	0.0554708	0.126784	0.103146	0.0441319	0.0228142	0.0220529	0.223904	0.0799552	0.152047	0.119884	0.851645	0.0198809	0.0196404	0	0.0969151	0.00559395	0.109029	0.0169994	0.00313499	0.0769849	0.0414357	0.109454	0.0325634	0.105315	0.0469157	0.0686513	0.00773791	0.0421019	0.105227	0.0666224	0.0101704	0.0617914	0.0349686	0	0	0
_D:	0	0	463	"K_L"	""	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83241	0.000111795	0	0.821351	0.792073	0	0.794426	0	0.74912	0.859079	0	0	0	0	0	0	0	0.692625	0	0.817058	0	0	5.66251e-07	0	0.0045792	0.788183	7.4111e-12	0	0	0.844772	0.00504383	0.00283802	0.737118	0	0	0.708598	0	0.00108335	0	0.00289439	0	2.01753e-06	0.834585	0.00785574	0.839425	0	0	0.616608	0.797256	0	0.000702356	0	0	0.875111	0	0	0.815256	0	0.778541	0.00019862	0	0.831607	0.87536	0.781496	0.852117	3.80402e-05	0	0	0	0.804132	0	0.799002	0	0	0	0	0	0	0.0019435	0.632284	7.84299e-05	0	0.71344	0	0	4.49769e-05	0	0.806839	0	3.42274e-05	0	0.779939	0	0	0	7.10548e-11	0.826883	0.864209	0	0.00115074	0.0778501	0.125761	0.142452	0.168193	0.000293748	0.0814933	0.169375	0.108365	0.162524	0.129778	1.58682e-05	0.84305	0.0207581	0.0923289	0.105494	0.0128138	0.120249	0.144795	0.0137291	0.0953722	0.10862	0.0894189	0.0652162	0.100862	0.0914727	0.126988	0.119392	0.0979107	0.110867	0.114427	0.122714	0.0702326	0.0938967	0	0	0
_D:	0	0	464	"L_V"	""	2	50	1.29402	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00556478	0.671112	0	0.155375	0.853045	0	0	0	0	0.83272	0	0	0	0.206773	0	0	0.856454	0	0	0.854718	0.731969	0	0	0.0108701	0	0	0.550109	0	0	0.756297	0	0	0.831935	0.011759	0.873016	0	0	0.828993	0	0.833134	0	0.768722	0	0	0.881954	0	0	0.774891	0	0	0.00376123	0	0.598085	0.019663	0	0	0.00259612	0	0.822619	0	0	0	0	0	0.877676	7.43178e-07	0.868291	0.000743928	0.641925	0	0	0	0	0.749401	0.882538	0	0	0	0.0845041	0	0	0	0.766803	0	0	0	0.812581	0.863374	0	0	0.841964	0	0	0.00031582	0.652407	0.716143	0.629608	0	0.870981	0	0.170333	0.0653581	0.0147374	0.234282	4.92694e-05	0.0231774	0.33799	0.150271	0.121217	0.543694	0.0864457	0.132402	0.00392688	0.0505427	0.0370579	0.446302	0.00828448	0.0884248	0.0103284	0.106811	0.0749794	0.000792878	0.116924	0.0849018	0.00697503	0.120154	0.0360722	6.28838e-05	0.114801	0.0122639	0.0183405	0.124078	0.050311	0	0	0
_D:	0	0	465	"V_W"	""	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0.00110164	0.0097647	0.397903	0.670035	0.488782	0	0	0	0.740443	0.813097	0.00106797	0.830418	0	0	0	0	0.585892	0.00460402	0.894359	0	0.759039	0	0.699818	0	0.713299	0.868838	0.558751	0	0.00071659	0.655457	0.812878	0	0	0	0.841489	0.849051	0	0.0160132	1.87022e-07	0	0	0	0	0	8.59607e-10	0.64444	0	0	0	0	0	5.46271e-06	0	0	0	0.855592	0	0.67539	0.789606	0.842068	0	0	0.869696	0	0	0	0	0	0	0	0.745553	0	0	0.803185	0	0.000877146	0.84511	0	0	0.862814	0	0	0.804245	0.874497	0.000543922	0	0.86741	0	0	0.759977	0.000140529	0	0.611787	0	0	0	2.45379e-05	0	0	0	0.134352	0.0488754	0.169973	0.112359	0.0821304	0.0021627	0.163653	0.250426	0.143091	0.0143091	0.212823	0.0928951	0.109192	0.122556	0.0143304	0	0.0400583	0.0772998	0.0720084	0.0806322	0.0962431	0.0294987	0.852215	0.00749253	0.0663662	0.0776648	0.0469785	0.0909962	0.0975594	0.130593	0.150796	0.0242567	0.0420906	0	0	0
_D:	0	0	466	"W_X"	""	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.826453	0	0.852221	0	0.80031	0	0.025821	0	0	0	0	0	1.46097e-10	0.82694	1.66614e-05	0	0	0	0.861019	0	0	0	0.680186	0.776116	0.848039	0.645064	0.00183155	0	0	0.000284959	0	0.706157	0.800021	0.00530582	0.856818	0	3.73995e-05	0	0.658978	0.628785	0	0.893997	0.851726	0.868189	0	0	0	0	0.882141	0.867788	0	0.00496426	0	0	0	0	0	0	0	0.804327	0	0.781228	0.756841	0	0.600018	0.231563	0.63093	0	0	0	0	0	0.817459	0	0	7.38825e-10	0	0	0.817237	0	0.807253	0	0.461638	0	0	0.834831	0	0	0	0	0.75602	0	0.794102	0	0.000176189	0.00603029	0.103786	0.0912703	0.0206944	0.00396961	0.1984	0.048993	0.136812	0.152246	2.21068e-05	0.0229086	0.0578579	0.155048	0.0570412	0.0144934	0.0740884	0.00152394	0.0803755	0.0865221	0.109415	0.165962	0.0436302	0.124233	0.098797	0.852535	0.169931	0.133122	0.0807739	0.128411	0.0479372	0.0337516	0.126313	0.112891	0.0145071	0	0	0
